,DAY_TYPE,TIME_PER_HOUR,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
29448,WEEKDAY,17,TE25,EW3,59
29449,WEEKDAY,17,EW3,TE25,18
29450,WEEKDAY,17,TE25,TE6,22
29451,WEEKDAY,17,TE6,TE25,1
29452,WEEKDAY,17,NS13,TE25,42
29453,WEEKDAY,17,TE25,NS13,445
29454,WEEKDAY,17,NS12,TE25,14
29455,WEEKDAY,17,TE25,NS12,82
29456,WEEKDAY,17,EW15,TE25,35
29457,WEEKDAY,17,TE25,EW15,39
29458,WEEKDAY,17,TE25,DT30,1
29459,WEEKDAY,17,TE25,TE15,41
29460,WEEKDAY,17,TE15,TE25,10
29461,WEEKDAY,17,NE15,TE25,2
29462,WEEKDAY,17,TE25,NE15,33
29463,WEEKDAY,17,TE25,TE14/NS22,271
29464,WEEKDAY,17,TE14/NS22,TE25,187
29465,WEEKDAY,17,TE25,SW5,3
29466,WEEKDAY,17,SW5,TE25,3
29467,WEEKDAY,17,TE25,NS19,238
29468,WEEKDAY,17,NS19,TE25,14
29469,WEEKDAY,17,TE25,EW18,52
29470,WEEKDAY,17,EW18,TE25,32
29471,WEEKDAY,17,TE25,CC27,1
29472,WEEKDAY,17,CC27,TE25,2
29473,WEEKDAY,17,NS21/DT11,TE25,19
29474,WEEKDAY,17,TE25,NS21/DT11,26
29475,WEEKDAY,17,TE25,EW7,84
29476,WEEKDAY,17,EW7,TE25,5
29477,WEEKDAY,17,TE25,EW23,101
29478,WEEKDAY,17,EW23,TE25,32
29479,WEEKDAY,17,EW30,TE25,1
29480,WEEKDAY,17,TE25,EW30,1
29481,WEEKDAY,17,TE25,TE16,35
29482,WEEKDAY,17,TE16,TE25,17
29483,WEEKDAY,17,TE25,EW25,33
29484,WEEKDAY,17,EW25,TE25,7
29485,WEEKDAY,17,TE25,SW3,1
29486,WEEKDAY,17,TE25,EW8/CC9,104
29487,WEEKDAY,17,EW8/CC9,TE25,33
29488,WEEKDAY,17,EW14/NS26,TE25,139
29489,WEEKDAY,17,TE25,EW14/NS26,110
29490,WEEKDAY,17,TE25,EW1,144
29491,WEEKDAY,17,EW1,TE25,5
29492,WEEKDAY,17,TE25,NE13,10
29493,WEEKDAY,17,TE25,EW22,27
29494,WEEKDAY,17,EW22,TE25,12
29495,WEEKDAY,17,TE25,NE14,13
29496,WEEKDAY,17,NE14,TE25,2
29497,WEEKDAY,17,TE25,SW6,1
29498,WEEKDAY,18,TE19,TE25,9
29499,WEEKDAY,18,TE25,TE19,5
29500,WEEKDAY,18,TE25,EW7,98
29501,WEEKDAY,18,EW7,TE25,6
29502,WEEKDAY,18,CC3,TE25,7
29503,WEEKDAY,18,TE25,CC3,35
29504,WEEKDAY,18,CC20,TE25,1
29505,WEEKDAY,18,EW31,TE25,4
29506,WEEKDAY,18,TE25,SW2,1
29507,WEEKDAY,18,CC19/DT9,TE25,2
29508,WEEKDAY,18,TE25,EW28,76
29509,WEEKDAY,18,EW28,TE25,4
29510,WEEKDAY,18,TE3,TE25,2
29511,WEEKDAY,18,TE25,TE3,43
29512,WEEKDAY,18,TE25,NS3,74
29513,WEEKDAY,18,NS3,TE25,1
29514,WEEKDAY,18,TE25,CC27,1
29515,WEEKDAY,18,TE25,EW20,59
29516,WEEKDAY,18,EW20,TE25,8
29517,WEEKDAY,18,TE25,EW6,95
29518,WEEKDAY,18,EW6,TE25,13
29519,WEEKDAY,18,TE25,CC6,88
29520,WEEKDAY,18,CC6,TE25,6
29521,WEEKDAY,18,SW1,TE25,1
29522,WEEKDAY,18,EW26,TE25,6
29523,WEEKDAY,18,TE25,EW26,113
29524,WEEKDAY,18,EW27,TE25,6
29525,WEEKDAY,18,TE25,EW27,197
29526,WEEKDAY,18,TE8,TE25,2
29527,WEEKDAY,18,TE25,TE8,55
29528,WEEKDAY,18,TE18,TE25,40
29529,WEEKDAY,18,TE25,TE18,64
29530,WEEKDAY,18,TE25,NE1/CC29,22
29531,WEEKDAY,18,NE1/CC29,TE25,60
29532,WEEKDAY,18,EW23,TE25,22
29533,WEEKDAY,18,TE25,EW23,176
29534,WEEKDAY,18,TE1,TE25,1
29535,WEEKDAY,18,TE25,TE1,4
29536,WEEKDAY,18,NS12,TE25,9
29537,WEEKDAY,18,TE25,NS12,252
29538,WEEKDAY,18,CC12,TE25,1
29539,WEEKDAY,18,TE25,CC12,30
29540,WEEKDAY,18,NS21/DT11,TE25,18
29541,WEEKDAY,18,TE25,NS21/DT11,96
29542,WEEKDAY,18,TE25,EW2/DT32,79
29543,WEEKDAY,18,EW2/DT32,TE25,8
29544,WEEKDAY,18,TE25,DT28,2
29545,WEEKDAY,18,DT28,TE25,4
29546,WEEKDAY,18,TE25,DT6,1
29547,WEEKDAY,18,TE25,NE11,4
29548,WEEKDAY,18,NE11,TE25,2
29549,WEEKDAY,18,TE25,SE4,1
29550,WEEKDAY,18,TE25,NE4/DT19,12
29551,WEEKDAY,18,NE4/DT19,TE25,28
29552,WEEKDAY,18,TE25,CC11,36
29553,WEEKDAY,18,CC11,TE25,11
29554,WEEKDAY,18,TE25,PE1,1
29555,WEEKDAY,18,TE25,EW14/NS26,170
29556,WEEKDAY,18,EW14/NS26,TE25,157
29557,WEEKDAY,18,TE25,NS25/EW13,554
29558,WEEKDAY,18,NS25/EW13,TE25,110
29559,WEEKDAY,18,DT33,TE25,5
29560,WEEKDAY,18,TE25,DT33,4
29561,WEEKDAY,18,NS9/TE2,TE25,30
29562,WEEKDAY,18,TE25,NS9/TE2,199
29563,WEEKDAY,18,EW24/NS1,TE25,9
29564,WEEKDAY,18,TE25,EW24/NS1,119
29565,WEEKDAY,18,CC4/DT15,TE25,69
29566,WEEKDAY,18,TE25,CC4/DT15,80
29567,WEEKDAY,18,TE25,PE3,5
29568,WEEKDAY,18,TE25,CC21,8
29569,WEEKDAY,18,CC21,TE25,1
29570,WEEKDAY,18,EW11,TE25,27
29571,WEEKDAY,18,TE25,EW11,73
29572,WEEKDAY,18,EW16/NE3/TE17,TE25,25
29573,WEEKDAY,18,TE25,EW16/NE3/TE17,16
29574,WEEKDAY,18,TE25,CC14,45
29575,WEEKDAY,18,CC14,TE25,4
29576,WEEKDAY,18,TE25,EW19,101
29577,WEEKDAY,18,EW19,TE25,11
29578,WEEKDAY,18,CC16,TE25,15
29579,WEEKDAY,18,TE25,CC16,14
29580,WEEKDAY,18,NS13,TE25,39
29581,WEEKDAY,18,TE25,NS13,884
29582,WEEKDAY,18,DT22,TE25,5
29583,WEEKDAY,18,TE25,CG1/DT35,4
29584,WEEKDAY,18,CG1/DT35,TE25,2
29585,WEEKDAY,18,NS20,TE25,42
29586,WEEKDAY,18,TE25,NS20,354
29587,WEEKDAY,18,EW21/CC22,TE25,20
29588,WEEKDAY,18,TE25,EW21/CC22,52
29589,WEEKDAY,18,TE25,NS4,46
29590,WEEKDAY,18,NS4,TE25,2
29591,WEEKDAY,18,NS16,TE25,54
29592,WEEKDAY,18,TE25,NS16,658
29593,WEEKDAY,18,NS7,TE25,1
29594,WEEKDAY,18,TE25,NS7,23
29595,WEEKDAY,18,TE25,EW10,69
29596,WEEKDAY,18,EW10,TE25,16
29597,WEEKDAY,18,CG2,TE25,27
29598,WEEKDAY,18,TE25,CG2,12
29599,WEEKDAY,18,NS28,TE25,36
29600,WEEKDAY,18,TE25,NS28,22
29601,WEEKDAY,18,CC2,TE25,10
29602,WEEKDAY,18,TE25,CC2,14
29603,WEEKDAY,18,TE25,PE4,1
29604,WEEKDAY,18,CC23,TE25,2
29605,WEEKDAY,18,TE25,CC23,2
29606,WEEKDAY,18,EW1,TE25,17
29607,WEEKDAY,18,TE25,EW1,190
29608,WEEKDAY,18,TE25,SW8,1
29609,WEEKDAY,18,EW8/CC9,TE25,49
29610,WEEKDAY,18,TE25,EW8/CC9,253
29611,WEEKDAY,18,TE25,TE12,12
29612,WEEKDAY,18,TE12,TE25,20
29613,WEEKDAY,18,TE25,EW9,137
29614,WEEKDAY,18,EW9,TE25,14
29615,WEEKDAY,18,CC7,TE25,5
29616,WEEKDAY,18,TE25,CC7,101
29617,WEEKDAY,18,TE25,EW3,82
29618,WEEKDAY,18,EW3,TE25,5
29619,WEEKDAY,18,CC25,TE25,2
29620,WEEKDAY,18,TE25,NE10,11
29621,WEEKDAY,18,NS24/NE6/CC1,TE25,60
29622,WEEKDAY,18,TE25,NS24/NE6/CC1,292
29623,WEEKDAY,18,TE25,PW5,14
29624,WEEKDAY,18,NE7/DT12,TE25,14
29625,WEEKDAY,18,TE25,NE7/DT12,19
29626,WEEKDAY,18,TE25,NS5,181
29627,WEEKDAY,18,EW25,TE25,4
29628,WEEKDAY,18,TE25,EW25,55
29629,WEEKDAY,18,PW6,TE25,1
29630,WEEKDAY,18,TE25,NS18,211
29631,WEEKDAY,18,NS18,TE25,6
29632,WEEKDAY,18,TE4,TE25,3
29633,WEEKDAY,18,TE25,TE4,5
29634,WEEKDAY,18,EW29,TE25,3
29635,WEEKDAY,18,TE25,EW29,4
29636,WEEKDAY,18,TE25,NS17/CC15,652
29637,WEEKDAY,18,NS17/CC15,TE25,26
29638,WEEKDAY,18,NE13,TE25,3
29639,WEEKDAY,18,TE25,NE13,17
29640,WEEKDAY,18,TE25,NS15,126
29641,WEEKDAY,18,NS15,TE25,10
29642,WEEKDAY,18,TE14/NS22,TE25,152
29643,WEEKDAY,18,TE25,TE14/NS22,534
29644,WEEKDAY,18,TE25,SE3,2
29645,WEEKDAY,18,TE25,NE5,8
29646,WEEKDAY,18,NE5,TE25,13
29647,WEEKDAY,18,TE25,NE15,23
29648,WEEKDAY,18,TE25,CE1/DT16,221
29649,WEEKDAY,18,CE1/DT16,TE25,59
29650,WEEKDAY,18,SE2,TE25,1
29651,WEEKDAY,18,TE25,SE2,3
29652,WEEKDAY,18,NS11,TE25,21
29653,WEEKDAY,18,TE25,NS11,472
29654,WEEKDAY,18,TE25,SE5,1
29655,WEEKDAY,18,DT1,TE25,2
29656,WEEKDAY,18,TE25,DT1,3
29657,WEEKDAY,18,NS2,TE25,13
29658,WEEKDAY,18,TE25,NS2,54
29659,WEEKDAY,18,EW12/DT14,TE25,55
29660,WEEKDAY,18,TE25,EW12/DT14,76
29661,WEEKDAY,18,TE25,CC10/DT26,28
29662,WEEKDAY,18,CC10/DT26,TE25,5
29663,WEEKDAY,18,EW18,TE25,11
29664,WEEKDAY,18,TE25,EW18,110
29665,WEEKDAY,18,TE25,NE17,16
29666,WEEKDAY,18,TE25,NS14,413
29667,WEEKDAY,18,NS14,TE25,35
29668,WEEKDAY,18,TE25,NS19,539
29669,WEEKDAY,18,NS19,TE25,33
29670,WEEKDAY,18,CC17/TE9,TE25,3
29671,WEEKDAY,18,TE25,CC17/TE9,4
29672,WEEKDAY,18,TE25,CC28,2
29673,WEEKDAY,18,TE25,NS23,578
29674,WEEKDAY,18,NS23,TE25,121
29675,WEEKDAY,18,TE25,EW22,46
29676,WEEKDAY,18,EW22,TE25,3
29677,WEEKDAY,18,TE25,TE15,83
29678,WEEKDAY,18,TE15,TE25,17
29679,WEEKDAY,18,TE25,NE12/CC13,216
29680,WEEKDAY,18,NE12/CC13,TE25,5
29681,WEEKDAY,18,TE25,CC8,140
29682,WEEKDAY,18,CC8,TE25,14
29683,WEEKDAY,18,PW3,TE25,6
29684,WEEKDAY,18,TE25,CC24,2
29685,WEEKDAY,18,CC24,TE25,4
29686,WEEKDAY,18,TE25,DT3,1
29687,WEEKDAY,18,TE25,SW4,2
29688,WEEKDAY,18,SW4,TE25,1
29689,WEEKDAY,18,DT10/TE11,TE25,5
29690,WEEKDAY,18,TE25,DT10/TE11,3
29691,WEEKDAY,18,NE16,TE25,1
29692,WEEKDAY,18,TE25,NE16,43
29693,WEEKDAY,18,TE25,SW5,1
29694,WEEKDAY,18,TE25,EW15,102
29695,WEEKDAY,18,EW15,TE25,30
29696,WEEKDAY,18,TE25,DT17,1
29697,WEEKDAY,18,TE25,EW17,170
29698,WEEKDAY,18,EW17,TE25,29
29699,WEEKDAY,18,TE25,SE1,1
29700,WEEKDAY,18,TE25,NS8,72
29701,WEEKDAY,18,NS8,TE25,9
29702,WEEKDAY,18,DT18,TE25,1
29703,WEEKDAY,18,TE25,DT18,1
29704,WEEKDAY,18,TE25,SW3,2
29705,WEEKDAY,18,TE25,TE5,66
29706,WEEKDAY,18,TE25,NE9,16
29707,WEEKDAY,18,NE9,TE25,3
29708,WEEKDAY,18,TE25,TE22,71
29709,WEEKDAY,18,TE22,TE25,29
29710,WEEKDAY,18,TE25,SW6,1
29711,WEEKDAY,18,NE8,TE25,30
29712,WEEKDAY,18,TE25,NE8,28
29713,WEEKDAY,18,DT20,TE25,2
29714,WEEKDAY,18,TE25,DT20,1
29715,WEEKDAY,18,TE25,NE14,57
29716,WEEKDAY,18,NE14,TE25,3
29717,WEEKDAY,18,DT13,TE25,4
29718,WEEKDAY,18,TE25,DT13,7
29719,WEEKDAY,18,TE25,EW32,3
29720,WEEKDAY,18,EW32,TE25,2
29721,WEEKDAY,18,TE25,DT5,2
29722,WEEKDAY,18,TE25,CC26,1
29723,WEEKDAY,18,EW5,TE25,45
29724,WEEKDAY,18,TE25,EW5,178
29725,WEEKDAY,18,TE25,TE7,11
29726,WEEKDAY,18,TE7,TE25,1
29727,WEEKDAY,18,EW4,TE25,25
29728,WEEKDAY,18,TE25,EW4,111
29729,WEEKDAY,18,TE25,CC5,44
29730,WEEKDAY,18,CC5,TE25,14
29731,WEEKDAY,18,TE25,DT29,4
29732,WEEKDAY,18,DT29,TE25,2
29733,WEEKDAY,18,TE25,DT31,3
29734,WEEKDAY,18,DT27,TE25,4
29735,WEEKDAY,18,TE6,TE25,9
29736,WEEKDAY,18,TE25,TE6,64
29737,WEEKDAY,18,TE25,TE13,19
29738,WEEKDAY,18,TE13,TE25,16
29739,WEEKDAY,18,DT21,TE25,2
29740,WEEKDAY,18,EW33,TE25,2
29741,WEEKDAY,18,TE16,TE25,24
29742,WEEKDAY,18,TE25,TE16,75
29743,WEEKDAY,18,NS10,TE25,10
29744,WEEKDAY,18,TE25,NS10,385
29745,WEEKDAY,19,EW15,TE25,15
29746,WEEKDAY,19,TE25,EW15,31
29747,WEEKDAY,19,EW8/CC9,TE25,17
29748,WEEKDAY,19,TE25,EW8/CC9,133
29749,WEEKDAY,19,CC28,TE25,1
29750,WEEKDAY,19,TE25,DT28,3
29751,WEEKDAY,19,TE15,TE25,8
29752,WEEKDAY,19,TE25,TE15,42
29753,WEEKDAY,19,TE25,EW21/CC22,40
29754,WEEKDAY,19,EW21/CC22,TE25,5
29755,WEEKDAY,19,TE25,CC21,2
29756,WEEKDAY,19,TE19,TE25,3
29757,WEEKDAY,19,EW27,TE25,15
29758,WEEKDAY,19,TE25,EW27,90
29759,WEEKDAY,19,EW14/NS26,TE25,84
29760,WEEKDAY,19,TE25,EW14/NS26,61
29761,WEEKDAY,19,NS28,TE25,35
29762,WEEKDAY,19,TE25,NS28,12
29763,WEEKDAY,19,TE25,NE15,6
29764,WEEKDAY,19,NS12,TE25,5
29765,WEEKDAY,19,TE25,NS12,107
29766,WEEKDAY,19,TE25,NE5,8
29767,WEEKDAY,19,NE5,TE25,12
29768,WEEKDAY,19,TE25,CC23,1
29769,WEEKDAY,19,CC23,TE25,2
29770,WEEKDAY,19,EW16/NE3/TE17,TE25,18
29771,WEEKDAY,19,TE25,EW16/NE3/TE17,18
29772,WEEKDAY,19,TE25,SW4,5
29773,WEEKDAY,19,TE25,EW23,129
29774,WEEKDAY,19,EW23,TE25,7
29775,WEEKDAY,19,NE9,TE25,8
29776,WEEKDAY,19,TE25,NE9,3
29777,WEEKDAY,19,TE25,NS7,10
29778,WEEKDAY,19,EW17,TE25,4
29779,WEEKDAY,19,TE25,EW17,112
29780,WEEKDAY,19,TE25,TE7,4
29781,WEEKDAY,19,DT10/TE11,TE25,1
29782,WEEKDAY,19,TE25,BP2,1
29783,WEEKDAY,19,TE25,TE5,26
29784,WEEKDAY,19,TE5,TE25,2
29785,WEEKDAY,19,TE25,TE18,27
29786,WEEKDAY,19,TE18,TE25,54
29787,WEEKDAY,19,CC19/DT9,TE25,4
29788,WEEKDAY,19,TE25,EW4,69
29789,WEEKDAY,19,EW4,TE25,11
29790,WEEKDAY,19,TE25,CC3,7
29791,WEEKDAY,19,CC3,TE25,11
29792,WEEKDAY,19,TE25,EW10,30
29793,WEEKDAY,19,EW10,TE25,15
29794,WEEKDAY,19,TE25,DT13,4
29795,WEEKDAY,19,DT13,TE25,2
29796,WEEKDAY,19,TE25,NS11,149
29797,WEEKDAY,19,NS11,TE25,8
29798,WEEKDAY,19,TE25,DT25,9
29799,WEEKDAY,19,TE25,NS15,59
29800,WEEKDAY,19,NS15,TE25,3
29801,WEEKDAY,19,NS8,TE25,3
29802,WEEKDAY,19,TE25,NS8,8
29803,WEEKDAY,19,TE25,EW18,54
29804,WEEKDAY,19,EW18,TE25,1
29805,WEEKDAY,19,TE25,NS5,80
29806,WEEKDAY,19,DT18,TE25,2
29807,WEEKDAY,19,TE25,CC12,25
29808,WEEKDAY,19,CC12,TE25,1
29809,WEEKDAY,19,TE25,SW5,5
29810,WEEKDAY,19,CC8,TE25,10
29811,WEEKDAY,19,TE25,CC8,64
29812,WEEKDAY,19,TE25,PW5,4
29813,WEEKDAY,19,TE25,TE8,18
29814,WEEKDAY,19,TE8,TE25,2
29815,WEEKDAY,19,CC4/DT15,TE25,43
29816,WEEKDAY,19,TE25,CC4/DT15,42
29817,WEEKDAY,19,TE25,NS18,94
29818,WEEKDAY,19,NS18,TE25,6
29819,WEEKDAY,19,CC10/DT26,TE25,2
29820,WEEKDAY,19,TE25,CC10/DT26,9
29821,WEEKDAY,19,TE25,EW3,51
29822,WEEKDAY,19,EW3,TE25,1
29823,WEEKDAY,19,EW12/DT14,TE25,61
29824,WEEKDAY,19,TE25,EW12/DT14,56
29825,WEEKDAY,19,EW11,TE25,40
29826,WEEKDAY,19,TE25,EW11,29
29827,WEEKDAY,19,EW6,TE25,3
29828,WEEKDAY,19,TE25,EW6,36
29829,WEEKDAY,19,NE17,TE25,2
29830,WEEKDAY,19,TE25,NE17,6
29831,WEEKDAY,19,TE25,CC6,43
29832,WEEKDAY,19,CC6,TE25,7
29833,WEEKDAY,19,TE14/NS22,TE25,141
29834,WEEKDAY,19,TE25,TE14/NS22,204
29835,WEEKDAY,19,TE25,PE5,1
29836,WEEKDAY,19,TE25,NS2,51
29837,WEEKDAY,19,NS2,TE25,1
29838,WEEKDAY,19,EW28,TE25,1
29839,WEEKDAY,19,TE25,EW28,34
29840,WEEKDAY,19,TE25,EW7,47
29841,WEEKDAY,19,EW7,TE25,4
29842,WEEKDAY,19,NS10,TE25,4
29843,WEEKDAY,19,TE25,NS10,176
29844,WEEKDAY,19,TE25,DT33,3
29845,WEEKDAY,19,NE10,TE25,1
29846,WEEKDAY,19,TE25,NE10,17
29847,WEEKDAY,19,EW20,TE25,11
29848,WEEKDAY,19,TE25,EW20,38
29849,WEEKDAY,19,TE4,TE25,3
29850,WEEKDAY,19,TE25,TE4,2
29851,WEEKDAY,19,TE25,NS20,163
29852,WEEKDAY,19,NS20,TE25,24
29853,WEEKDAY,19,DT20,TE25,2
29854,WEEKDAY,19,CC14,TE25,1
29855,WEEKDAY,19,TE25,CC14,23
29856,WEEKDAY,19,TE25,SW2,1
29857,WEEKDAY,19,TE25,EW29,1
29858,WEEKDAY,19,EW29,TE25,1
29859,WEEKDAY,19,TE25,EW19,69
29860,WEEKDAY,19,EW19,TE25,1
29861,WEEKDAY,19,TE25,NS23,267
29862,WEEKDAY,19,NS23,TE25,108
29863,WEEKDAY,19,TE25,EW24/NS1,41
29864,WEEKDAY,19,EW24/NS1,TE25,7
29865,WEEKDAY,19,TE25,NS9/TE2,114
29866,WEEKDAY,19,NS9/TE2,TE25,8
29867,WEEKDAY,19,CC11,TE25,14
29868,WEEKDAY,19,TE25,CC11,15
29869,WEEKDAY,19,TE25,CC7,56
29870,WEEKDAY,19,CC7,TE25,1
29871,WEEKDAY,19,TE13,TE25,5
29872,WEEKDAY,19,TE25,TE13,10
29873,WEEKDAY,19,TE25,NS25/EW13,193
29874,WEEKDAY,19,NS25/EW13,TE25,92
29875,WEEKDAY,19,TE25,NS19,302
29876,WEEKDAY,19,NS19,TE25,18
29877,WEEKDAY,19,NE16,TE25,4
29878,WEEKDAY,19,TE25,NE16,16
29879,WEEKDAY,19,NE14,TE25,2
29880,WEEKDAY,19,TE25,NE14,14
29881,WEEKDAY,19,EW25,TE25,2
29882,WEEKDAY,19,TE25,EW25,28
29883,WEEKDAY,19,DT23,TE25,1
29884,WEEKDAY,19,TE25,CC2,5
29885,WEEKDAY,19,CC2,TE25,4
29886,WEEKDAY,19,TE25,CC16,4
29887,WEEKDAY,19,TE25,EW9,75
29888,WEEKDAY,19,EW9,TE25,17
29889,WEEKDAY,19,TE25,NE7/DT12,23
29890,WEEKDAY,19,NE7/DT12,TE25,16
29891,WEEKDAY,19,TE25,TE3,19
29892,WEEKDAY,19,TE25,SW6,1
29893,WEEKDAY,19,NE4/DT19,TE25,36
29894,WEEKDAY,19,TE25,NE4/DT19,4
29895,WEEKDAY,19,TE25,NS21/DT11,27
29896,WEEKDAY,19,NS21/DT11,TE25,19
29897,WEEKDAY,19,TE25,DT21,5
29898,WEEKDAY,19,TE25,NE8,33
29899,WEEKDAY,19,NE8,TE25,18
29900,WEEKDAY,19,TE25,CC24,1
29901,WEEKDAY,19,CC24,TE25,1
29902,WEEKDAY,19,TE25,DT27,1
29903,WEEKDAY,19,DT27,TE25,1
29904,WEEKDAY,19,TE25,NE13,12
29905,WEEKDAY,19,NE13,TE25,2
29906,WEEKDAY,19,CG2,TE25,8
29907,WEEKDAY,19,TE25,CG2,13
29908,WEEKDAY,19,NS17/CC15,TE25,14
29909,WEEKDAY,19,TE25,NS17/CC15,275
29910,WEEKDAY,19,EW1,TE25,4
29911,WEEKDAY,19,TE25,EW1,100
29912,WEEKDAY,19,NS13,TE25,14
29913,WEEKDAY,19,TE25,NS13,420
29914,WEEKDAY,19,TE25,CC5,38
29915,WEEKDAY,19,CC5,TE25,13
29916,WEEKDAY,19,SE4,TE25,1
29917,WEEKDAY,19,TE25,PE6,1
29918,WEEKDAY,19,TE25,TE22,72
29919,WEEKDAY,19,TE22,TE25,21
29920,WEEKDAY,19,TE25,EW22,10
29921,WEEKDAY,19,EW22,TE25,2
29922,WEEKDAY,19,NS24/NE6/CC1,TE25,42
29923,WEEKDAY,19,TE25,NS24/NE6/CC1,124
29924,WEEKDAY,19,TE12,TE25,8
29925,WEEKDAY,19,TE25,TE12,6
29926,WEEKDAY,19,TE6,TE25,1
29927,WEEKDAY,19,TE25,TE6,32
29928,WEEKDAY,19,TE25,CC17/TE9,1
29929,WEEKDAY,19,CC17/TE9,TE25,2
29930,WEEKDAY,19,PW3,TE25,1
29931,WEEKDAY,19,TE25,NS16,303
29932,WEEKDAY,19,NS16,TE25,8
29933,WEEKDAY,19,TE25,DT29,2
29934,WEEKDAY,19,TE25,NE11,5
29935,WEEKDAY,19,NE11,TE25,1
29936,WEEKDAY,19,NS3,TE25,1
29937,WEEKDAY,19,TE25,NS3,47
29938,WEEKDAY,19,TE25,TE16,23
29939,WEEKDAY,19,TE16,TE25,19
29940,WEEKDAY,19,TE25,NS14,200
29941,WEEKDAY,19,NS14,TE25,10
29942,WEEKDAY,19,SW1,TE25,2
29943,WEEKDAY,19,TE25,NE1/CC29,5
29944,WEEKDAY,19,NE1/CC29,TE25,85
29945,WEEKDAY,19,TE25,TE1,1
29946,WEEKDAY,19,EW2/DT32,TE25,2
29947,WEEKDAY,19,TE25,EW2/DT32,17
29948,WEEKDAY,19,TE25,NE12/CC13,90
29949,WEEKDAY,19,NE12/CC13,TE25,11
29950,WEEKDAY,19,TE25,CC25,1
29951,WEEKDAY,19,CC25,TE25,3
29952,WEEKDAY,19,TE25,EW32,3
29953,WEEKDAY,19,TE25,EW5,99
29954,WEEKDAY,19,EW5,TE25,14
29955,WEEKDAY,19,TE25,DT30,1
29956,WEEKDAY,19,TE25,DT1,2
29957,WEEKDAY,19,DT1,TE25,2
29958,WEEKDAY,19,TE25,EW26,39
29959,WEEKDAY,19,EW26,TE25,2
29960,WEEKDAY,19,TE25,NS4,16
29961,WEEKDAY,19,NS4,TE25,3
29962,WEEKDAY,19,CE1/DT16,TE25,38
29963,WEEKDAY,19,TE25,CE1/DT16,225
29964,WEEKDAY,19,TE25,SE5,1
29965,WEEKDAY,20,TE18,TE25,70
29966,WEEKDAY,20,TE25,TE18,10
29967,WEEKDAY,20,NE4/DT19,TE25,20
29968,WEEKDAY,20,TE25,NE4/DT19,11
29969,WEEKDAY,20,EW16/NE3/TE17,TE25,7
29970,WEEKDAY,20,TE25,EW16/NE3/TE17,12
29971,WEEKDAY,20,TE25,NS23,121
29972,WEEKDAY,20,NS23,TE25,82
29973,WEEKDAY,20,TE25,NE7/DT12,23
29974,WEEKDAY,20,NE7/DT12,TE25,8
29975,WEEKDAY,20,TE3,TE25,1
29976,WEEKDAY,20,TE25,TE3,6
29977,WEEKDAY,20,TE25,NE8,21
29978,WEEKDAY,20,NE8,TE25,30
29979,WEEKDAY,20,TE22,TE25,47
29980,WEEKDAY,20,TE25,TE22,33
29981,WEEKDAY,20,TE25,TE15,18
29982,WEEKDAY,20,TE15,TE25,11
29983,WEEKDAY,20,TE19,TE25,5
29984,WEEKDAY,20,TE25,EW21/CC22,8
29985,WEEKDAY,20,EW21/CC22,TE25,1
29986,WEEKDAY,20,TE25,SW7,1
29987,WEEKDAY,20,NS5,TE25,1
29988,WEEKDAY,20,TE25,NS5,41
29989,WEEKDAY,20,TE25,EW14/NS26,38
29990,WEEKDAY,20,EW14/NS26,TE25,63
29991,WEEKDAY,20,TE25,NE16,13
29992,WEEKDAY,20,NS14,TE25,2
29993,WEEKDAY,20,TE25,NS14,105
29994,WEEKDAY,20,TE25,TE7,5
29995,WEEKDAY,20,NS9/TE2,TE25,4
29996,WEEKDAY,20,TE25,NS9/TE2,63
29997,WEEKDAY,20,TE13,TE25,6
29998,WEEKDAY,20,TE25,TE13,8
29999,WEEKDAY,20,TE25,TE1,1
30000,WEEKDAY,20,TE1,TE25,1
30001,WEEKDAY,20,TE25,EW22,10
30002,WEEKDAY,20,TE25,EW2/DT32,6
30003,WEEKDAY,20,EW2/DT32,TE25,2
30004,WEEKDAY,20,TE6,TE25,1
30005,WEEKDAY,20,TE25,TE6,10
30006,WEEKDAY,20,TE25,EW24/NS1,41
30007,WEEKDAY,20,EW24/NS1,TE25,6
30008,WEEKDAY,20,TE25,NS25/EW13,78
30009,WEEKDAY,20,NS25/EW13,TE25,79
30010,WEEKDAY,20,TE25,NE17,5
30011,WEEKDAY,20,TE25,CC3,1
30012,WEEKDAY,20,CC3,TE25,13
30013,WEEKDAY,20,TE25,CC7,24
30014,WEEKDAY,20,CC7,TE25,3
30015,WEEKDAY,20,TE25,EW9,24
30016,WEEKDAY,20,EW9,TE25,13
30017,WEEKDAY,20,TE25,NS21/DT11,13
30018,WEEKDAY,20,NS21/DT11,TE25,6
30019,WEEKDAY,20,TE25,NS4,7
30020,WEEKDAY,20,TE25,SE1,1
30021,WEEKDAY,20,TE25,EW7,22
30022,WEEKDAY,20,EW7,TE25,3
30023,WEEKDAY,20,NS13,TE25,7
30024,WEEKDAY,20,TE25,NS13,185
30025,WEEKDAY,20,TE25,NS28,20
30026,WEEKDAY,20,NS28,TE25,16
30027,WEEKDAY,20,TE25,CC2,2
30028,WEEKDAY,20,CC2,TE25,3
30029,WEEKDAY,20,TE25,CC10/DT26,7
30030,WEEKDAY,20,CG1/DT35,TE25,9
