,DAY_TYPE,TIME_PER_HOUR,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
0,WEEKDAY,0,TE10,EW14/NS26,1
1,WEEKDAY,0,NS19,TE10,1
2,WEEKDAY,0,NS18,TE10,1
3,WEEKDAY,0,CC7,TE10,4
4,WEEKDAY,0,TE10,TE14/NS22,2
5,WEEKDAY,0,TE10,NS12,2
6,WEEKDAY,0,TE10,NE12/CC13,1
7,WEEKDAY,0,TE10,NS23,1
8,WEEKDAY,0,TE10,NS9/TE2,1
9,WEEKDAY,0,TE10,NS13,3
10,WEEKDAY,0,CC11,TE10,2
11,WEEKDAY,0,CC12,TE10,4
12,WEEKDAY,0,TE10,NS20,1
13,WEEKDAY,0,EW3,TE10,1
14,WEEKDAY,0,TE10,DT1,1
15,WEEKDAY,0,TE10,EW12/DT14,2
16,WEEKDAY,5,NS7,TE10,4
17,WEEKDAY,5,NE14,TE10,3
18,WEEKDAY,5,TE10,EW8/CC9,1
19,WEEKDAY,5,EW8/CC9,TE10,1
20,WEEKDAY,5,EW24/NS1,TE10,34
21,WEEKDAY,5,TE10,CC10/DT26,1
22,WEEKDAY,5,EW14/NS26,TE10,1
23,WEEKDAY,5,TE10,EW14/NS26,1
24,WEEKDAY,5,EW12/DT14,TE10,7
25,WEEKDAY,5,TE10,EW12/DT14,1
26,WEEKDAY,5,EW26,TE10,47
27,WEEKDAY,5,TE10,CC4/DT15,1
28,WEEKDAY,5,EW20,TE10,38
29,WEEKDAY,5,NS2,TE10,2
30,WEEKDAY,5,NE13,TE10,21
31,WEEKDAY,5,DT33,TE10,1
32,WEEKDAY,5,TE10,DT33,1
33,WEEKDAY,5,DT29,TE10,1
34,WEEKDAY,5,EW3,TE10,31
35,WEEKDAY,5,TE10,NE12/CC13,8
36,WEEKDAY,5,NE12/CC13,TE10,2
37,WEEKDAY,5,NS12,TE10,31
38,WEEKDAY,5,TE10,NS12,7
39,WEEKDAY,5,NS20,TE10,1
40,WEEKDAY,5,EW17,TE10,91
41,WEEKDAY,5,TE10,EW16/NE3/TE17,1
42,WEEKDAY,5,PW5,TE10,4
43,WEEKDAY,5,TE10,PW5,2
44,WEEKDAY,5,TE10,NS9/TE2,2
45,WEEKDAY,5,NS9/TE2,TE10,46
46,WEEKDAY,5,TE10,CC6,30
47,WEEKDAY,5,TE10,NS11,3
48,WEEKDAY,5,NS11,TE10,98
49,WEEKDAY,5,EW18,TE10,7
50,WEEKDAY,5,EW25,TE10,39
51,WEEKDAY,5,TE10,NS24/NE6/CC1,1
52,WEEKDAY,5,CG2,TE10,4
53,WEEKDAY,5,NS5,TE10,49
54,WEEKDAY,5,NS18,TE10,45
55,WEEKDAY,5,NS14,TE10,140
56,WEEKDAY,5,TE10,EW32,1
57,WEEKDAY,5,TE10,EW28,1
58,WEEKDAY,5,EW28,TE10,44
59,WEEKDAY,5,EW19,TE10,49
60,WEEKDAY,5,NE9,TE10,1
61,WEEKDAY,5,NS21/DT11,TE10,3
62,WEEKDAY,5,NS4,TE10,36
63,WEEKDAY,5,NS19,TE10,37
64,WEEKDAY,5,EW10,TE10,13
65,WEEKDAY,5,NS13,TE10,318
66,WEEKDAY,5,TE10,NS13,4
67,WEEKDAY,5,EW5,TE10,92
68,WEEKDAY,5,EW7,TE10,19
69,WEEKDAY,5,TE10,EW7,1
70,WEEKDAY,5,EW1,TE10,20
71,WEEKDAY,5,TE6,TE10,1
72,WEEKDAY,5,SW2,TE10,2
73,WEEKDAY,5,EW27,TE10,82
74,WEEKDAY,5,NS8,TE10,88
75,WEEKDAY,5,TE10,NE17,12
76,WEEKDAY,5,TE10,EW23,1
77,WEEKDAY,5,EW23,TE10,16
78,WEEKDAY,5,NS16,TE10,193
79,WEEKDAY,5,EW21/CC22,TE10,20
80,WEEKDAY,5,NS28,TE10,1
81,WEEKDAY,5,EW4,TE10,5
82,WEEKDAY,5,NS3,TE10,59
83,WEEKDAY,5,NS17/CC15,TE10,21
84,WEEKDAY,5,NS10,TE10,92
85,WEEKDAY,5,TE10,NS10,2
86,WEEKDAY,5,TE15,TE10,9
87,WEEKDAY,5,TE10,NS15,4
88,WEEKDAY,5,NS15,TE10,21
89,WEEKDAY,5,TE10,CC7,11
90,WEEKDAY,5,CC7,TE10,1
91,WEEKDAY,6,NE13,TE10,5
92,WEEKDAY,6,NE17,TE10,6
93,WEEKDAY,6,CC16,TE10,7
94,WEEKDAY,6,TE10,CC16,2
95,WEEKDAY,6,NS5,TE10,82
96,WEEKDAY,6,TE10,NS5,1
97,WEEKDAY,6,CC14,TE10,1
98,WEEKDAY,6,EW18,TE10,35
99,WEEKDAY,6,TE10,EW18,34
100,WEEKDAY,6,NS10,TE10,140
101,WEEKDAY,6,TE6,TE10,25
102,WEEKDAY,6,NE5,TE10,1
103,WEEKDAY,6,CC8,TE10,20
104,WEEKDAY,6,TE10,CC8,1
105,WEEKDAY,6,NS25/EW13,TE10,7
106,WEEKDAY,6,TE10,TE14/NS22,8
107,WEEKDAY,6,TE14/NS22,TE10,14
108,WEEKDAY,6,TE16,TE10,3
109,WEEKDAY,6,TE10,NS7,8
110,WEEKDAY,6,NS7,TE10,25
111,WEEKDAY,6,TE5,TE10,41
112,WEEKDAY,6,TE10,DT28,1
113,WEEKDAY,6,NS14,TE10,112
114,WEEKDAY,6,TE3,TE10,2
115,WEEKDAY,6,EW1,TE10,84
116,WEEKDAY,6,TE10,EW1,1
117,WEEKDAY,6,DT30,TE10,2
118,WEEKDAY,6,EW3,TE10,65
119,WEEKDAY,6,TE10,EW32,1
120,WEEKDAY,6,TE10,EW19,1
121,WEEKDAY,6,EW19,TE10,40
122,WEEKDAY,6,NS15,TE10,35
123,WEEKDAY,6,TE10,EW30,1
124,WEEKDAY,6,EW22,TE10,9
125,WEEKDAY,6,EW17,TE10,80
126,WEEKDAY,6,TE10,EW17,1
127,WEEKDAY,6,TE10,CC7,3
128,WEEKDAY,6,CC7,TE10,26
129,WEEKDAY,6,EW10,TE10,8
130,WEEKDAY,6,NS17/CC15,TE10,106
131,WEEKDAY,6,NS21/DT11,TE10,12
132,WEEKDAY,6,TE10,NS21/DT11,1
133,WEEKDAY,6,EW29,TE10,1
134,WEEKDAY,6,TE10,NS28,2
135,WEEKDAY,6,TE10,NS8,15
136,WEEKDAY,6,NS8,TE10,24
137,WEEKDAY,6,EW26,TE10,77
138,WEEKDAY,6,DT1,TE10,3
139,WEEKDAY,6,TE10,EW15,1
140,WEEKDAY,6,TE10,TE13,3
141,WEEKDAY,6,TE13,TE10,11
142,WEEKDAY,6,NS19,TE10,91
143,WEEKDAY,6,EW25,TE10,46
144,WEEKDAY,6,TE10,EW14/NS26,3
145,WEEKDAY,6,EW14/NS26,TE10,3
146,WEEKDAY,6,CC11,TE10,10
147,WEEKDAY,6,TE10,CC11,1
148,WEEKDAY,6,EW23,TE10,62
149,WEEKDAY,6,TE10,EW23,4
150,WEEKDAY,6,NE16,TE10,3
151,WEEKDAY,6,TE10,NE16,1
152,WEEKDAY,6,NS2,TE10,31
153,WEEKDAY,6,TE7,TE10,13
154,WEEKDAY,6,TE10,TE18,2
155,WEEKDAY,6,TE18,TE10,1
156,WEEKDAY,6,NE4/DT19,TE10,1
157,WEEKDAY,6,TE10,NE4/DT19,1
158,WEEKDAY,6,TE10,CC6,24
159,WEEKDAY,6,CC6,TE10,2
160,WEEKDAY,6,DT33,TE10,1
161,WEEKDAY,6,TE10,CE1/DT16,11
162,WEEKDAY,6,TE10,EW21/CC22,1
163,WEEKDAY,6,EW21/CC22,TE10,27
164,WEEKDAY,6,EW16/NE3/TE17,TE10,2
165,WEEKDAY,6,TE10,EW16/NE3/TE17,1
166,WEEKDAY,6,TE10,PW3,1
167,WEEKDAY,6,NS12,TE10,23
168,WEEKDAY,6,TE10,NS12,6
169,WEEKDAY,6,CC5,TE10,2
170,WEEKDAY,6,NS23,TE10,67
171,WEEKDAY,6,TE10,NS23,16
172,WEEKDAY,6,EW5,TE10,116
173,WEEKDAY,6,TE10,EW5,16
174,WEEKDAY,6,TE10,DT10/TE11,1
175,WEEKDAY,6,NS9/TE2,TE10,109
176,WEEKDAY,6,EW31,TE10,1
177,WEEKDAY,6,TE10,EW6,4
178,WEEKDAY,6,EW6,TE10,29
179,WEEKDAY,6,EW7,TE10,75
180,WEEKDAY,6,NS4,TE10,2
181,WEEKDAY,6,EW2/DT32,TE10,13
182,WEEKDAY,6,TE10,EW12/DT14,2
183,WEEKDAY,6,EW12/DT14,TE10,12
184,WEEKDAY,6,CC10/DT26,TE10,22
185,WEEKDAY,6,TE10,NE14,1
186,WEEKDAY,6,NE14,TE10,13
187,WEEKDAY,6,PW5,TE10,1
188,WEEKDAY,6,EW33,TE10,4
189,WEEKDAY,6,NS13,TE10,291
190,WEEKDAY,6,TE10,NS13,3
191,WEEKDAY,6,NS18,TE10,134
192,WEEKDAY,6,TE10,NS18,1
193,WEEKDAY,6,TE10,CC4/DT15,2
194,WEEKDAY,6,CC4/DT15,TE10,1
195,WEEKDAY,6,EW4,TE10,35
196,WEEKDAY,6,TE10,EW4,32
197,WEEKDAY,6,NS11,TE10,133
198,WEEKDAY,6,TE10,NS11,1
199,WEEKDAY,6,EW28,TE10,27
200,WEEKDAY,6,TE10,EW28,1
201,WEEKDAY,6,DT5,TE10,4
202,WEEKDAY,6,TE10,NE7/DT12,1
203,WEEKDAY,6,NE7/DT12,TE10,2
204,WEEKDAY,6,PE7,TE10,1
205,WEEKDAY,6,SE4,TE10,1
206,WEEKDAY,6,SW2,TE10,1
207,WEEKDAY,6,BP2,TE10,1
208,WEEKDAY,6,TE10,TE12,1
209,WEEKDAY,6,TE12,TE10,2
210,WEEKDAY,6,TE10,SW5,1
211,WEEKDAY,6,TE8,TE10,1
212,WEEKDAY,6,EW27,TE10,95
213,WEEKDAY,6,TE10,EW27,2
214,WEEKDAY,6,TE10,NE8,1
215,WEEKDAY,6,NS3,TE10,27
216,WEEKDAY,6,TE10,NS20,4
217,WEEKDAY,6,NS20,TE10,40
218,WEEKDAY,6,EW24/NS1,TE10,30
219,WEEKDAY,6,TE10,EW24/NS1,1
220,WEEKDAY,6,EW8/CC9,TE10,33
221,WEEKDAY,6,EW9,TE10,58
222,WEEKDAY,6,NS16,TE10,197
223,WEEKDAY,6,TE10,NS16,21
224,WEEKDAY,6,TE10,NE10,2
225,WEEKDAY,6,NE10,TE10,35
226,WEEKDAY,6,EW11,TE10,34
227,WEEKDAY,6,TE10,EW11,9
228,WEEKDAY,6,EW20,TE10,29
229,WEEKDAY,6,TE10,EW20,15
230,WEEKDAY,6,CG2,TE10,15
231,WEEKDAY,6,NE9,TE10,2
232,WEEKDAY,6,TE15,TE10,19
233,WEEKDAY,6,NE12/CC13,TE10,11
234,WEEKDAY,7,NS15,TE10,134
235,WEEKDAY,7,TE10,NS15,4
236,WEEKDAY,7,EW30,TE10,1
237,WEEKDAY,7,TE14/NS22,TE10,42
238,WEEKDAY,7,TE10,TE14/NS22,21
239,WEEKDAY,7,TE10,EW22,3
240,WEEKDAY,7,EW22,TE10,31
241,WEEKDAY,7,NS9/TE2,TE10,153
242,WEEKDAY,7,TE10,NS9/TE2,6
243,WEEKDAY,7,TE10,TE18,3
244,WEEKDAY,7,TE18,TE10,4
245,WEEKDAY,7,DT3,TE10,13
246,WEEKDAY,7,TE3,TE10,55
247,WEEKDAY,7,TE10,TE3,2
248,WEEKDAY,7,TE10,EW12/DT14,5
249,WEEKDAY,7,EW12/DT14,TE10,4
250,WEEKDAY,7,BP10,TE10,3
251,WEEKDAY,7,TE10,EW7,2
252,WEEKDAY,7,EW7,TE10,85
253,WEEKDAY,7,TE10,NS2,10
254,WEEKDAY,7,NS2,TE10,47
255,WEEKDAY,7,EW20,TE10,54
256,WEEKDAY,7,TE10,EW20,4
257,WEEKDAY,7,EW4,TE10,104
258,WEEKDAY,7,TE10,EW4,4
259,WEEKDAY,7,TE10,NE17,1
260,WEEKDAY,7,NE17,TE10,17
261,WEEKDAY,7,NE12/CC13,TE10,61
262,WEEKDAY,7,TE10,NE12/CC13,1
263,WEEKDAY,7,TE8,TE10,35
264,WEEKDAY,7,TE10,TE8,1
265,WEEKDAY,7,EW33,TE10,15
266,WEEKDAY,7,TE10,NS4,1
267,WEEKDAY,7,NS4,TE10,40
268,WEEKDAY,7,TE10,TE16,2
269,WEEKDAY,7,TE16,TE10,29
270,WEEKDAY,7,NS11,TE10,410
271,WEEKDAY,7,TE10,NS11,6
272,WEEKDAY,7,TE10,CC11,4
273,WEEKDAY,7,CC11,TE10,29
274,WEEKDAY,7,TE15,TE10,25
275,WEEKDAY,7,SW2,TE10,1
276,WEEKDAY,7,DT10/TE11,TE10,3
277,WEEKDAY,7,NS13,TE10,743
278,WEEKDAY,7,TE10,NS13,51
279,WEEKDAY,7,TE10,TE1,1
280,WEEKDAY,7,TE1,TE10,4
281,WEEKDAY,7,TE10,NS20,20
282,WEEKDAY,7,NS20,TE10,147
283,WEEKDAY,7,EW27,TE10,83
284,WEEKDAY,7,TE10,EW27,2
285,WEEKDAY,7,PE1,TE10,1
286,WEEKDAY,7,DT33,TE10,9
287,WEEKDAY,7,EW8/CC9,TE10,92
288,WEEKDAY,7,TE10,EW8/CC9,23
289,WEEKDAY,7,TE10,EW16/NE3/TE17,3
290,WEEKDAY,7,EW16/NE3/TE17,TE10,2
291,WEEKDAY,7,NE11,TE10,3
292,WEEKDAY,7,TE10,NE11,35
293,WEEKDAY,7,CC20,TE10,1
294,WEEKDAY,7,TE10,DT30,3
295,WEEKDAY,7,TE10,CC23,13
296,WEEKDAY,7,CC23,TE10,2
297,WEEKDAY,7,TE4,TE10,11
298,WEEKDAY,7,TE10,DT18,2
299,WEEKDAY,7,TE10,NS16,38
300,WEEKDAY,7,NS16,TE10,336
301,WEEKDAY,7,NS18,TE10,128
302,WEEKDAY,7,TE10,EW25,14
303,WEEKDAY,7,EW25,TE10,35
304,WEEKDAY,7,SW4,TE10,9
305,WEEKDAY,7,TE10,EW15,19
306,WEEKDAY,7,EW15,TE10,12
307,WEEKDAY,7,TE10,CC10/DT26,1
308,WEEKDAY,7,CC10/DT26,TE10,8
309,WEEKDAY,7,CC19/DT9,TE10,2
310,WEEKDAY,7,NE1/CC29,TE10,2
311,WEEKDAY,7,TE10,NE1/CC29,1
312,WEEKDAY,7,CC8,TE10,62
313,WEEKDAY,7,TE10,CC8,62
314,WEEKDAY,7,TE10,CC25,5
315,WEEKDAY,7,TE10,CC16,6
316,WEEKDAY,7,CC16,TE10,8
317,WEEKDAY,7,NS12,TE10,247
318,WEEKDAY,7,TE10,NS12,15
319,WEEKDAY,7,NS19,TE10,270
320,WEEKDAY,7,TE10,NS19,12
321,WEEKDAY,7,SE2,TE10,2
322,WEEKDAY,7,EW24/NS1,TE10,102
323,WEEKDAY,7,TE10,EW24/NS1,2
324,WEEKDAY,7,TE10,NS10,9
325,WEEKDAY,7,NS10,TE10,314
326,WEEKDAY,7,EW19,TE10,119
327,WEEKDAY,7,NE15,TE10,31
328,WEEKDAY,7,SE1,TE10,1
329,WEEKDAY,7,EW21/CC22,TE10,39
330,WEEKDAY,7,TE10,NS28,7
331,WEEKDAY,7,NS28,TE10,15
332,WEEKDAY,7,TE10,NE7/DT12,13
333,WEEKDAY,7,NE7/DT12,TE10,12
334,WEEKDAY,7,NE9,TE10,8
335,WEEKDAY,7,TE10,DT5,1
336,WEEKDAY,7,NE16,TE10,9
337,WEEKDAY,7,TE10,NE16,2
338,WEEKDAY,7,NS8,TE10,137
339,WEEKDAY,7,TE10,NS8,12
340,WEEKDAY,7,PW5,TE10,26
341,WEEKDAY,7,TE10,EW11,3
342,WEEKDAY,7,EW11,TE10,37
343,WEEKDAY,7,NS14,TE10,243
344,WEEKDAY,7,TE10,NS14,17
345,WEEKDAY,7,CC6,TE10,23
346,WEEKDAY,7,TE10,CC6,3
347,WEEKDAY,7,TE10,DT27,2
348,WEEKDAY,7,DT27,TE10,1
349,WEEKDAY,7,CE1/DT16,TE10,9
350,WEEKDAY,7,TE10,CE1/DT16,11
351,WEEKDAY,7,EW6,TE10,83
352,WEEKDAY,7,TE10,EW6,5
353,WEEKDAY,7,NE13,TE10,1
354,WEEKDAY,7,TE10,NE14,1
355,WEEKDAY,7,NE14,TE10,37
356,WEEKDAY,7,EW29,TE10,3
357,WEEKDAY,7,NS21/DT11,TE10,31
358,WEEKDAY,7,TE10,EW32,1
359,WEEKDAY,7,EW32,TE10,1
360,WEEKDAY,7,NS5,TE10,203
361,WEEKDAY,7,TE10,DT8,1
362,WEEKDAY,7,PE5,TE10,2
363,WEEKDAY,7,TE10,CC21,1
364,WEEKDAY,7,TE10,EW10,2
365,WEEKDAY,7,EW10,TE10,62
366,WEEKDAY,7,DT25,TE10,1
367,WEEKDAY,7,CC4/DT15,TE10,4
368,WEEKDAY,7,TE10,CC4/DT15,11
369,WEEKDAY,7,TE5,TE10,49
370,WEEKDAY,7,CC14,TE10,36
371,WEEKDAY,7,TE10,CG1/DT35,14
372,WEEKDAY,7,CC2,TE10,6
373,WEEKDAY,7,TE7,TE10,3
374,WEEKDAY,7,NS23,TE10,190
375,WEEKDAY,7,TE10,NS23,11
376,WEEKDAY,7,DT29,TE10,1
377,WEEKDAY,7,EW18,TE10,100
378,WEEKDAY,7,EW9,TE10,154
379,WEEKDAY,7,TE10,EW9,13
380,WEEKDAY,7,CC12,TE10,17
381,WEEKDAY,7,NS7,TE10,22
382,WEEKDAY,7,SW6,TE10,1
383,WEEKDAY,7,TE10,DT23,1
384,WEEKDAY,7,TE10,EW26,1
385,WEEKDAY,7,EW26,TE10,186
386,WEEKDAY,7,DT17,TE10,1
387,WEEKDAY,7,TE10,DT17,1
388,WEEKDAY,7,EW5,TE10,138
389,WEEKDAY,7,TE10,EW5,35
390,WEEKDAY,7,TE10,NS17/CC15,13
391,WEEKDAY,7,NS17/CC15,TE10,409
392,WEEKDAY,7,TE10,NS25/EW13,19
393,WEEKDAY,7,NS25/EW13,TE10,31
394,WEEKDAY,7,NE10,TE10,2
395,WEEKDAY,7,TE10,TE22,3
396,WEEKDAY,7,EW17,TE10,99
397,WEEKDAY,7,TE10,EW17,13
398,WEEKDAY,7,TE10,CC5,5
399,WEEKDAY,7,CC5,TE10,10
400,WEEKDAY,7,TE10,TE19,3
401,WEEKDAY,7,TE10,NS24/NE6/CC1,8
402,WEEKDAY,7,NS24/NE6/CC1,TE10,29
403,WEEKDAY,7,BP2,TE10,2
404,WEEKDAY,7,TE10,SW5,7
405,WEEKDAY,7,SW5,TE10,1
406,WEEKDAY,7,DT1,TE10,5
407,WEEKDAY,7,TE10,EW2/DT32,9
408,WEEKDAY,7,EW2/DT32,TE10,39
409,WEEKDAY,7,TE10,TE6,4
410,WEEKDAY,7,TE6,TE10,91
411,WEEKDAY,7,TE10,PE7,1
412,WEEKDAY,7,TE10,EW3,4
413,WEEKDAY,7,EW3,TE10,79
414,WEEKDAY,7,TE10,CC7,3
415,WEEKDAY,7,CC7,TE10,16
416,WEEKDAY,7,TE10,DT24,1
417,WEEKDAY,7,DT24,TE10,3
418,WEEKDAY,7,EW28,TE10,182
419,WEEKDAY,7,EW1,TE10,267
420,WEEKDAY,7,TE10,EW1,13
421,WEEKDAY,7,TE12,TE10,6
422,WEEKDAY,7,NS3,TE10,39
423,WEEKDAY,7,TE10,NS3,11
424,WEEKDAY,7,TE10,DT28,1
425,WEEKDAY,7,DT28,TE10,6
426,WEEKDAY,7,TE10,EW14/NS26,18
427,WEEKDAY,7,EW14/NS26,TE10,56
428,WEEKDAY,7,TE10,NE8,3
429,WEEKDAY,7,CG2,TE10,8
430,WEEKDAY,7,TE10,CC17/TE9,1
431,WEEKDAY,7,CC17/TE9,TE10,2
432,WEEKDAY,7,TE10,NE4/DT19,1
433,WEEKDAY,7,TE10,TE13,12
434,WEEKDAY,7,TE13,TE10,25
435,WEEKDAY,7,EW23,TE10,139
436,WEEKDAY,7,TE10,EW23,20
437,WEEKDAY,8,CG2,TE10,22
438,WEEKDAY,8,EW9,TE10,116
439,WEEKDAY,8,TE10,EW9,15
440,WEEKDAY,8,DT13,TE10,10
441,WEEKDAY,8,TE10,NS12,3
442,WEEKDAY,8,NS12,TE10,247
443,WEEKDAY,8,EW4,TE10,200
444,WEEKDAY,8,TE10,TE12,2
445,WEEKDAY,8,TE12,TE10,15
446,WEEKDAY,8,TE10,NE5,1
447,WEEKDAY,8,NE5,TE10,19
448,WEEKDAY,8,EW33,TE10,1
449,WEEKDAY,8,EW11,TE10,95
450,WEEKDAY,8,TE10,EW11,8
451,WEEKDAY,8,TE10,NS2,3
452,WEEKDAY,8,NS2,TE10,83
453,WEEKDAY,8,TE3,TE10,28
454,WEEKDAY,8,NE10,TE10,15
455,WEEKDAY,8,NE8,TE10,33
456,WEEKDAY,8,TE10,NE8,2
457,WEEKDAY,8,CC26,TE10,4
458,WEEKDAY,8,EW26,TE10,147
459,WEEKDAY,8,NS8,TE10,64
460,WEEKDAY,8,TE10,NS8,17
461,WEEKDAY,8,DT10/TE11,TE10,1
462,WEEKDAY,8,TE10,NS18,1
463,WEEKDAY,8,NS18,TE10,340
464,WEEKDAY,8,TE10,TE15,2
465,WEEKDAY,8,TE15,TE10,80
466,WEEKDAY,8,SE1,TE10,4
467,WEEKDAY,8,TE10,SE1,1
468,WEEKDAY,8,NS21/DT11,TE10,88
469,WEEKDAY,8,TE10,NS21/DT11,9
470,WEEKDAY,8,CC23,TE10,7
471,WEEKDAY,8,TE10,CC23,1
472,WEEKDAY,8,DT27,TE10,1
473,WEEKDAY,8,TE10,NS11,7
474,WEEKDAY,8,NS11,TE10,431
475,WEEKDAY,8,TE19,TE10,1
476,WEEKDAY,8,TE10,TE19,6
477,WEEKDAY,8,DT17,TE10,5
478,WEEKDAY,8,TE10,DT17,4
479,WEEKDAY,8,TE10,NS17/CC15,4
480,WEEKDAY,8,NS17/CC15,TE10,761
481,WEEKDAY,8,TE10,NS4,1
482,WEEKDAY,8,NS4,TE10,6
483,WEEKDAY,8,DT33,TE10,13
484,WEEKDAY,8,TE18,TE10,7
485,WEEKDAY,8,TE10,NS10,2
486,WEEKDAY,8,NS10,TE10,316
487,WEEKDAY,8,EW3,TE10,117
488,WEEKDAY,8,TE10,NS15,3
489,WEEKDAY,8,NS15,TE10,140
490,WEEKDAY,8,TE10,EW16/NE3/TE17,4
491,WEEKDAY,8,EW16/NE3/TE17,TE10,18
492,WEEKDAY,8,TE10,EW14/NS26,101
493,WEEKDAY,8,EW14/NS26,TE10,93
494,WEEKDAY,8,TE10,NS14,5
495,WEEKDAY,8,NS14,TE10,455
496,WEEKDAY,8,DT3,TE10,3
497,WEEKDAY,8,TE10,EW8/CC9,13
498,WEEKDAY,8,EW8/CC9,TE10,204
499,WEEKDAY,8,TE10,EW21/CC22,1
500,WEEKDAY,8,EW21/CC22,TE10,75
501,WEEKDAY,8,PE1,TE10,1
502,WEEKDAY,8,CC4/DT15,TE10,12
503,WEEKDAY,8,TE10,CC4/DT15,46
504,WEEKDAY,8,EW22,TE10,50
505,WEEKDAY,8,TE10,EW22,2
506,WEEKDAY,8,DT28,TE10,13
507,WEEKDAY,8,SE2,TE10,8
508,WEEKDAY,8,TE10,CC5,13
509,WEEKDAY,8,CC5,TE10,70
510,WEEKDAY,8,TE10,EW15,43
511,WEEKDAY,8,EW15,TE10,48
512,WEEKDAY,8,CC17/TE9,TE10,20
513,WEEKDAY,8,NS19,TE10,609
514,WEEKDAY,8,TE10,NS19,4
515,WEEKDAY,8,TE10,EW23,3
516,WEEKDAY,8,EW23,TE10,225
517,WEEKDAY,8,TE10,NS23,42
518,WEEKDAY,8,NS23,TE10,220
519,WEEKDAY,8,SW8,TE10,2
520,WEEKDAY,8,TE10,EW1,1
521,WEEKDAY,8,EW1,TE10,379
522,WEEKDAY,8,EW2/DT32,TE10,30
523,WEEKDAY,8,NE9,TE10,9
524,WEEKDAY,8,EW32,TE10,1
525,WEEKDAY,8,EW17,TE10,303
526,WEEKDAY,8,TE10,EW17,24
527,WEEKDAY,8,TE10,TE8,1
528,WEEKDAY,8,TE8,TE10,31
529,WEEKDAY,8,TE10,EW6,6
530,WEEKDAY,8,EW6,TE10,132
531,WEEKDAY,8,CC11,TE10,19
532,WEEKDAY,8,TE10,CC11,3
533,WEEKDAY,8,TE16,TE10,87
534,WEEKDAY,8,TE10,EW5,1
535,WEEKDAY,8,EW5,TE10,261
536,WEEKDAY,8,TE4,TE10,4
537,WEEKDAY,8,CC12,TE10,60
538,WEEKDAY,8,NS5,TE10,77
539,WEEKDAY,8,SE4,TE10,8
540,WEEKDAY,8,CC2,TE10,4
541,WEEKDAY,8,NE13,TE10,3
542,WEEKDAY,8,NS7,TE10,10
543,WEEKDAY,8,TE10,NS7,2
544,WEEKDAY,8,TE10,NS25/EW13,35
545,WEEKDAY,8,NS25/EW13,TE10,103
546,WEEKDAY,8,TE10,NE1/CC29,3
547,WEEKDAY,8,NE1/CC29,TE10,10
548,WEEKDAY,8,EW30,TE10,1
549,WEEKDAY,8,TE10,SW5,1
550,WEEKDAY,8,TE10,CC3,22
551,WEEKDAY,8,CC3,TE10,4
552,WEEKDAY,8,TE5,TE10,30
553,WEEKDAY,8,PW5,TE10,1
554,WEEKDAY,8,TE10,EW7,2
555,WEEKDAY,8,EW7,TE10,115
556,WEEKDAY,8,EW31,TE10,1
557,WEEKDAY,8,TE10,TE22,7
558,WEEKDAY,8,TE22,TE10,2
559,WEEKDAY,8,TE10,NS9/TE2,14
560,WEEKDAY,8,NS9/TE2,TE10,138
561,WEEKDAY,8,TE10,NE17,1
562,WEEKDAY,8,NE17,TE10,14
563,WEEKDAY,8,EW19,TE10,201
564,WEEKDAY,8,TE10,EW19,2
565,WEEKDAY,8,CC16,TE10,5
566,WEEKDAY,8,TE10,CC16,1
567,WEEKDAY,8,TE10,EW10,9
568,WEEKDAY,8,EW10,TE10,94
569,WEEKDAY,8,TE10,CC10/DT26,1
570,WEEKDAY,8,CC10/DT26,TE10,5
571,WEEKDAY,8,NE15,TE10,8
572,WEEKDAY,8,TE10,NS28,12
573,WEEKDAY,8,NS28,TE10,31
574,WEEKDAY,8,NE12/CC13,TE10,160
575,WEEKDAY,8,TE10,NE12/CC13,1
576,WEEKDAY,8,PW4,TE10,1
577,WEEKDAY,8,TE10,NS20,13
578,WEEKDAY,8,NS20,TE10,405
579,WEEKDAY,8,EW27,TE10,193
580,WEEKDAY,8,TE10,EW27,1
581,WEEKDAY,8,SW2,TE10,6
582,WEEKDAY,8,NE14,TE10,31
583,WEEKDAY,8,TE10,EW18,1
584,WEEKDAY,8,EW18,TE10,115
585,WEEKDAY,8,CC8,TE10,181
586,WEEKDAY,8,TE10,CC8,7
587,WEEKDAY,8,CC14,TE10,56
588,WEEKDAY,8,CC7,TE10,58
589,WEEKDAY,8,NE7/DT12,TE10,6
590,WEEKDAY,8,TE10,NE7/DT12,5
591,WEEKDAY,8,NE11,TE10,5
592,WEEKDAY,8,TE10,NE11,1
593,WEEKDAY,8,TE10,EW20,16
594,WEEKDAY,8,EW20,TE10,106
595,WEEKDAY,8,PE2,TE10,1
596,WEEKDAY,8,TE14/NS22,TE10,244
597,WEEKDAY,8,TE10,TE14/NS22,34
598,WEEKDAY,8,TE10,NS24/NE6/CC1,14
599,WEEKDAY,8,NS24/NE6/CC1,TE10,107
600,WEEKDAY,8,NS16,TE10,679
601,WEEKDAY,8,TE10,NS16,13
602,WEEKDAY,8,DT29,TE10,6
603,WEEKDAY,8,CE1/DT16,TE10,9
604,WEEKDAY,8,TE10,CE1/DT16,43
605,WEEKDAY,8,CC28,TE10,2
606,WEEKDAY,8,TE10,CC28,1
