,YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,ORIGIN_PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
1711,2023-02,WEEKDAY,14,TRAIN,NS15,18352,12137
1713,2023-02,WEEKDAY,14,TRAIN,NS2,16010,16176
1714,2023-02,WEEKDAY,14,TRAIN,DT10/TE11,10993,3627
1715,2023-02,WEEKDAY,14,TRAIN,CC28,1953,2250
1717,2023-02,WEEKDAY,14,TRAIN,TE1,5693,2703
1719,2023-02,WEEKDAY,14,TRAIN,DT20,1881,2677
1721,2023-02,WEEKDAY,14,TRAIN,NS12,6280,9088
1723,2023-02,WEEKDAY,14,TRAIN,CC27,1868,1907
1725,2023-02,WEEKDAY,14,TRAIN,NE14,18773,17156
1726,2023-02,WEEKDAY,14,TRAIN,CC6,3772,5925
1727,2023-02,WEEKDAY,14,TRAIN,NE10,10820,10347
1728,2023-02,WEEKDAY,14,TRAIN,EW4,9761,7743
1730,2023-02,WEEKDAY,14,TRAIN,EW21/CC22,15023,10683
1732,2023-02,WEEKDAY,14,TRAIN,EW32,1652,875
1733,2023-02,WEEKDAY,14,TRAIN,NS25/EW13,22726,21530
1734,2023-02,WEEKDAY,14,TRAIN,NE13,14732,14077
1735,2023-02,WEEKDAY,14,TRAIN,CC3,3522,3482
1736,2023-02,WEEKDAY,14,TRAIN,EW31,1258,533
1737,2023-02,WEEKDAY,14,TRAIN,CC14,4520,5835
1738,2023-02,WEEKDAY,14,TRAIN,EW5,19753,19636
1740,2023-02,WEEKDAY,14,TRAIN,NE11,4721,4746
1742,2023-02,WEEKDAY,14,TRAIN,CG1/DT35,5847,5618
1744,2023-02,WEEKDAY,14,TRAIN,DT25,1916,1677
1746,2023-02,WEEKDAY,14,TRAIN,DT21,3180,3886
1747,2023-02,WEEKDAY,14,TRAIN,EW9,11848,9687
1748,2023-02,WEEKDAY,14,TRAIN,DT31,3701,4508
1749,2023-02,WEEKDAY,14,TRAIN,CC24,12483,13005
1751,2023-02,WEEKDAY,14,TRAIN,CC4/DT15,7895,8617
1758,2023-02,WEEKDAY,14,TRAIN,EW19,7532,9868
1760,2023-02,WEEKDAY,14,TRAIN,DT33,9351,8011
1761,2023-02,WEEKDAY,14,TRAIN,NS16,27034,27637
1762,2023-02,WEEKDAY,14,TRAIN,DT27,4873,3224
1763,2023-02,WEEKDAY,14,TRAIN,DT22,4071,4142
1764,2023-02,WEEKDAY,14,TRAIN,EW18,10070,10552
1765,2023-02,WEEKDAY,14,TRAIN,EW30,1187,558
1770,2023-02,WEEKDAY,14,TRAIN,TE16,2316,2509
1772,2023-02,WEEKDAY,14,TRAIN,TE14/NS22,33650,35105
1773,2023-02,WEEKDAY,14,TRAIN,DT8,8688,3041
1774,2023-02,WEEKDAY,14,TRAIN,EW28,12822,10590
1775,2023-02,WEEKDAY,14,TRAIN,DT7,3067,3340
1776,2023-02,WEEKDAY,14,TRAIN,EW3,12775,12378
1777,2023-02,WEEKDAY,14,TRAIN,EW33,1594,1234
1778,2023-02,WEEKDAY,14,TRAIN,NS24/NE6/CC1,17704,18214
1779,2023-02,WEEKDAY,14,TRAIN,CC7,4586,4379
1781,2023-02,WEEKDAY,14,TRAIN,CC25,3044,3465
1783,2023-02,WEEKDAY,14,TRAIN,NE8,14513,15894
1786,2023-02,WEEKDAY,14,TRAIN,NE5,5340,5702
1788,2023-02,WEEKDAY,14,TRAIN,NE17/PTC,26291,31183
1790,2023-02,WEEKDAY,14,TRAIN,EW26,15711,14211
1792,2023-02,WEEKDAY,14,TRAIN,NS5,18887,16673
1794,2023-02,WEEKDAY,14,TRAIN,NS23,15491,17905
1803,2023-02,WEEKDAY,14,TRAIN,CC26,1645,2051
1804,2023-02,WEEKDAY,14,TRAIN,EW10,4907,6046
1805,2023-02,WEEKDAY,14,TRAIN,CC19/DT9,4355,4607
1806,2023-02,WEEKDAY,14,TRAIN,NE4/DT19,39600,34612
1807,2023-02,WEEKDAY,14,TRAIN,CC8,12632,5078
1808,2023-02,WEEKDAY,14,TRAIN,DT6,8953,5055
1809,2023-02,WEEKDAY,14,TRAIN,TE13,1410,1795
1810,2023-02,WEEKDAY,14,TRAIN,NS13,29029,32137
1811,2023-02,WEEKDAY,14,TRAIN,TE5,1396,2562
1812,2023-02,WEEKDAY,14,TRAIN,EW22,12741,8624
1813,2023-02,WEEKDAY,14,TRAIN,EW7,7850,9536
1814,2023-02,WEEKDAY,14,TRAIN,TE3,6697,3823
1815,2023-02,WEEKDAY,14,TRAIN,NS7,6828,6508
1817,2023-02,WEEKDAY,14,TRAIN,CC23,5991,4718
1819,2023-02,WEEKDAY,14,TRAIN,EW14/NS26,20326,20967
1822,2023-02,WEEKDAY,14,TRAIN,NS21/DT11,30524,32984
1824,2023-02,WEEKDAY,14,TRAIN,NS4/BP1,22910,26300
1825,2023-02,WEEKDAY,14,TRAIN,EW25,3122,4137
1826,2023-02,WEEKDAY,14,TRAIN,CC11,7139,7128
1828,2023-02,WEEKDAY,14,TRAIN,DT34,1835,2468
1830,2023-02,WEEKDAY,14,TRAIN,DT29,3054,3471
1832,2023-02,WEEKDAY,14,TRAIN,EW12/DT14,32806,33579
1834,2023-02,WEEKDAY,14,TRAIN,CC20,7244,3383
1836,2023-02,WEEKDAY,14,TRAIN,CC10/DT26,7560,7929
1838,2023-02,WEEKDAY,14,TRAIN,DT3,4558,4574
1840,2023-02,WEEKDAY,14,TRAIN,NE7/DT12,15414,15250
1841,2023-02,WEEKDAY,14,TRAIN,EW2/DT32,32757,35595
1843,2023-02,WEEKDAY,14,TRAIN,TE7,3693,3522
1845,2023-02,WEEKDAY,14,TRAIN,DT23,1472,1685
1850,2023-02,WEEKDAY,14,TRAIN,DT5,7298,8281
1851,2023-02,WEEKDAY,14,TRAIN,NE12/CC13,41527,39628
1853,2023-02,WEEKDAY,14,TRAIN,EW23,28857,27140
1855,2023-02,WEEKDAY,14,TRAIN,DT24,2650,2508
1856,2023-02,WEEKDAY,14,TRAIN,DT17,4072,6308
1857,2023-02,WEEKDAY,14,TRAIN,NE15,8501,11363
1859,2023-02,WEEKDAY,14,TRAIN,EW11,9829,11710
1861,2023-02,WEEKDAY,14,TRAIN,TE6,7901,4350
1862,2023-02,WEEKDAY,14,TRAIN,EW17,15055,15876
1863,2023-02,WEEKDAY,14,TRAIN,NS11,19168,22393
1864,2023-02,WEEKDAY,14,TRAIN,TE15,3351,3096
1865,2023-02,WEEKDAY,14,TRAIN,NS27/CE2/TE20,1777,2274
1866,2023-02,WEEKDAY,14,TRAIN,TE4,1708,1893
1867,2023-02,WEEKDAY,14,TRAIN,EW24/NS1,36761,39693
1868,2023-02,WEEKDAY,14,TRAIN,NE9,14311,11863
1870,2023-02,WEEKDAY,15,TRAIN,NE10,16069,10808
1872,2023-02,WEEKDAY,15,TRAIN,CC14,8098,5960
1873,2023-02,WEEKDAY,15,TRAIN,EW7,8319,10623
1874,2023-02,WEEKDAY,15,TRAIN,NS15,26853,10475
1876,2023-02,WEEKDAY,15,TRAIN,NE4/DT19,40239,32892
1878,2023-02,WEEKDAY,15,TRAIN,DT22,4167,4527
1880,2023-02,WEEKDAY,15,TRAIN,NS5,15059,19931
1882,2023-02,WEEKDAY,15,TRAIN,NE8,16230,17263
1883,2023-02,WEEKDAY,15,TRAIN,NE13,16686,15717
1892,2023-02,WEEKDAY,15,TRAIN,CC23,9228,2736
1893,2023-02,WEEKDAY,15,TRAIN,DT25,2457,2126
1895,2023-02,WEEKDAY,15,TRAIN,DT23,2234,1583
1897,2023-02,WEEKDAY,15,TRAIN,CC19/DT9,4984,5073
1898,2023-02,WEEKDAY,15,TRAIN,EW2/DT32,32195,39406
1899,2023-02,WEEKDAY,15,TRAIN,TE7,3191,3593
1901,2023-02,WEEKDAY,15,TRAIN,NS18,8851,8342
1903,2023-02,WEEKDAY,15,TRAIN,EW30,1947,348
1906,2023-02,WEEKDAY,15,TRAIN,DT10/TE11,10327,4325
1908,2023-02,WEEKDAY,15,TRAIN,DT7,4956,4026
1909,2023-02,WEEKDAY,15,TRAIN,NE14,20260,20395
1911,2023-02,WEEKDAY,15,TRAIN,TE4,2046,1948
1913,2023-02,WEEKDAY,15,TRAIN,NE11,8316,4819
1914,2023-02,WEEKDAY,15,TRAIN,CC26,2409,1758
1915,2023-02,WEEKDAY,15,TRAIN,NS21/DT11,31137,32767
1916,2023-02,WEEKDAY,15,TRAIN,EW3,11933,12185
1917,2023-02,WEEKDAY,15,TRAIN,TE13,1723,1685
1918,2023-02,WEEKDAY,15,TRAIN,CC21,8197,6094
1920,2023-02,WEEKDAY,15,TRAIN,EW1,14989,20654
1922,2023-02,WEEKDAY,15,TRAIN,EW32,2016,702
1924,2023-02,WEEKDAY,15,TRAIN,DT18,6037,3288
1925,2023-02,WEEKDAY,15,TRAIN,NS14,17054,19059
1926,2023-02,WEEKDAY,15,TRAIN,DT2,2660,1396
1927,2023-02,WEEKDAY,15,TRAIN,DT27,4504,3769
1928,2023-02,WEEKDAY,15,TRAIN,NS13,29151,38100
1929,2023-02,WEEKDAY,15,TRAIN,NE17/PTC,27044,33120
1930,2023-02,WEEKDAY,15,TRAIN,NS20,30220,19508
1931,2023-02,WEEKDAY,15,TRAIN,NS11,18510,28645
1932,2023-02,WEEKDAY,15,TRAIN,DT20,1986,2456
1933,2023-02,WEEKDAY,15,TRAIN,TE8,4422,5576
1935,2023-02,WEEKDAY,15,TRAIN,EW22,17942,9083
1937,2023-02,WEEKDAY,15,TRAIN,EW31,1955,284
1938,2023-02,WEEKDAY,15,TRAIN,CC4/DT15,8764,7916
1939,2023-02,WEEKDAY,15,TRAIN,TE5,1293,2865
1941,2023-02,WEEKDAY,15,TRAIN,NS3,11586,14237
1943,2023-02,WEEKDAY,15,TRAIN,EW20,8876,7074
1944,2023-02,WEEKDAY,15,TRAIN,CC28,1987,2668
1945,2023-02,WEEKDAY,15,TRAIN,CG1/DT35,8040,4731
1946,2023-02,WEEKDAY,15,TRAIN,CC12,8272,3589
1947,2023-02,WEEKDAY,15,TRAIN,EW8/CC9,32183,26500
1948,2023-02,WEEKDAY,15,TRAIN,CC6,4392,6737
1949,2023-02,WEEKDAY,15,TRAIN,CC8,10789,5509
1950,2023-02,WEEKDAY,15,TRAIN,NS23,17651,16613
1951,2023-02,WEEKDAY,15,TRAIN,NE7/DT12,15722,14633
1952,2023-02,WEEKDAY,15,TRAIN,CC7,5482,4765
1953,2023-02,WEEKDAY,15,TRAIN,NE16/STC,29604,39056
1954,2023-02,WEEKDAY,15,TRAIN,CC3,4588,3408
1955,2023-02,WEEKDAY,15,TRAIN,EW28,11461,12534
1957,2023-02,WEEKDAY,15,TRAIN,EW33,2413,961
1959,2023-02,WEEKDAY,15,TRAIN,NS8,11987,11571
1961,2023-02,WEEKDAY,15,TRAIN,EW16/NE3/TE17,22116,14099
1962,2023-02,WEEKDAY,15,TRAIN,DT29,2752,4159
1963,2023-02,WEEKDAY,15,TRAIN,EW14/NS26,24451,14178
1964,2023-02,WEEKDAY,15,TRAIN,EW15,15702,9765
1970,2023-02,WEEKDAY,15,TRAIN,TE3,6737,4277
1972,2023-02,WEEKDAY,15,TRAIN,EW27,26225,31225
1973,2023-02,WEEKDAY,15,TRAIN,DT30,4315,4788
1974,2023-02,WEEKDAY,15,TRAIN,CC17/TE9,9049,3797
1975,2023-02,WEEKDAY,15,TRAIN,NS24/NE6/CC1,20321,18137
1976,2023-02,WEEKDAY,15,TRAIN,DT33,7334,9550
1977,2023-02,WEEKDAY,15,TRAIN,TE6,5249,5272
1978,2023-02,WEEKDAY,15,TRAIN,NS27/CE2/TE20,2228,2021
1979,2023-02,WEEKDAY,15,TRAIN,EW12/DT14,34567,32324
1984,2023-02,WEEKDAY,15,TRAIN,DT13,6597,6230
1985,2023-02,WEEKDAY,15,TRAIN,TE12,2784,1694
1986,2023-02,WEEKDAY,15,TRAIN,CC27,2372,1114
1987,2023-02,WEEKDAY,15,TRAIN,DT5,8590,9876
1988,2023-02,WEEKDAY,15,TRAIN,TE16,2318,2632
1989,2023-02,WEEKDAY,15,TRAIN,CC5,2288,2347
1995,2023-02,WEEKDAY,15,TRAIN,EW21/CC22,20487,11150
1996,2023-02,WEEKDAY,15,TRAIN,NS4/BP1,23748,29094
1997,2023-02,WEEKDAY,15,TRAIN,NE5,5544,5398
1998,2023-02,WEEKDAY,15,TRAIN,NE15,7717,13707
2003,2023-02,WEEKDAY,15,TRAIN,TE1,15656,2623
2005,2023-02,WEEKDAY,15,TRAIN,EW10,5142,6784
2007,2023-02,WEEKDAY,15,TRAIN,CC11,10514,5337
2009,2023-02,WEEKDAY,15,TRAIN,CC2,4637,3479
2012,2023-02,WEEKDAY,15,TRAIN,DT6,8119,5519
2014,2023-02,WEEKDAY,15,TRAIN,EW25,4525,5113
2019,2023-02,WEEKDAY,15,TRAIN,NS12,6345,10585
2020,2023-02,WEEKDAY,15,TRAIN,NS9/TE2,29955,44619
2022,2023-02,WEEKDAY,15,TRAIN,NS16,25503,32235
2025,2023-02,WEEKDAY,15,TRAIN,TE14/NS22,37864,33845
2027,2023-02,WEEKDAY,15,TRAIN,CC20,3489,4698
2028,2023-02,WEEKDAY,15,TRAIN,NE1/CC29,25543,21879
2029,2023-02,WEEKDAY,15,TRAIN,NE9,14244,12743
2030,2023-02,WEEKDAY,15,TRAIN,EW18,11009,10900
2031,2023-02,WEEKDAY,15,TRAIN,EW4,13581,8836
2032,2023-02,WEEKDAY,15,TRAIN,CC24,18401,9922
2033,2023-02,WEEKDAY,15,TRAIN,CC10/DT26,7510,8473
2039,2023-02,WEEKDAY,15,TRAIN,CC16,8432,4681
2040,2023-02,WEEKDAY,15,TRAIN,NS7,8468,7842
2042,2023-02,WEEKDAY,16,TRAIN,CC10/DT26,10150,8992
2044,2023-02,WEEKDAY,16,TRAIN,NS20,37152,17543
2045,2023-02,WEEKDAY,16,TRAIN,NS14,15915,23823
2046,2023-02,WEEKDAY,16,TRAIN,NE5,7390,6002
2047,2023-02,WEEKDAY,16,TRAIN,EW4,13972,10320
2049,2023-02,WEEKDAY,16,TRAIN,EW30,4586,398
2055,2023-02,WEEKDAY,16,TRAIN,EW26,18476,22048
2056,2023-02,WEEKDAY,16,TRAIN,DT6,7776,4614
2058,2023-02,WEEKDAY,16,TRAIN,NS27/CE2/TE20,3918,2050
2060,2023-02,WEEKDAY,16,TRAIN,DT23,2734,1690
2061,2023-02,WEEKDAY,16,TRAIN,NS15,31814,10716
2062,2023-02,WEEKDAY,16,TRAIN,TE7,5398,4010
2068,2023-02,WEEKDAY,16,TRAIN,EW11,13138,11827
2070,2023-02,WEEKDAY,16,TRAIN,CC28,2043,3294
2072,2023-02,WEEKDAY,16,TRAIN,CC7,8545,5410
2075,2023-02,WEEKDAY,16,TRAIN,CC12,7371,3727
2077,2023-02,WEEKDAY,16,TRAIN,EW14/NS26,33342,13261
2078,2023-02,WEEKDAY,16,TRAIN,NE4/DT19,42858,33803
2080,2023-02,WEEKDAY,16,TRAIN,CC24,26011,5544
2082,2023-02,WEEKDAY,16,TRAIN,DT10/TE11,8217,4777
2084,2023-02,WEEKDAY,16,TRAIN,TE12,3757,1267
2085,2023-02,WEEKDAY,16,TRAIN,NS23,20978,18602
2086,2023-02,WEEKDAY,16,TRAIN,NE8,16185,17721
2087,2023-02,WEEKDAY,16,TRAIN,EW6,5626,9625
2089,2023-02,WEEKDAY,16,TRAIN,EW29,16313,3606
2091,2023-02,WEEKDAY,16,TRAIN,NS7,10950,10892
2092,2023-02,WEEKDAY,16,TRAIN,DT33,7728,12064
2093,2023-02,WEEKDAY,16,TRAIN,DT21,5127,3621
2094,2023-02,WEEKDAY,16,TRAIN,NS25/EW13,27859,20417
2095,2023-02,WEEKDAY,16,TRAIN,EW22,19153,5987
2097,2023-02,WEEKDAY,16,TRAIN,CC6,5194,7497
2100,2023-02,WEEKDAY,16,TRAIN,EW28,17665,15043
2102,2023-02,WEEKDAY,16,TRAIN,NS12,7697,11691
2104,2023-02,WEEKDAY,16,TRAIN,DT22,4334,5234
2107,2023-02,WEEKDAY,16,TRAIN,NS19,24787,29692
2109,2023-02,WEEKDAY,16,TRAIN,DT13,7918,5779
2110,2023-02,WEEKDAY,16,TRAIN,DT25,3735,2752
2111,2023-02,WEEKDAY,16,TRAIN,NE17/PTC,28406,37315
2112,2023-02,WEEKDAY,16,TRAIN,EW27,30997,38673
2113,2023-02,WEEKDAY,16,TRAIN,NS5,16082,24047
2115,2023-02,WEEKDAY,16,TRAIN,EW10,5673,8396
2117,2023-02,WEEKDAY,16,TRAIN,EW12/DT14,39547,32551
2119,2023-02,WEEKDAY,16,TRAIN,DT18,8160,3179
2120,2023-02,WEEKDAY,16,TRAIN,DT29,2913,5096
2122,2023-02,WEEKDAY,16,TRAIN,NS17/CC15,34593,34796
2124,2023-02,WEEKDAY,16,TRAIN,EW19,10066,12396
2125,2023-02,WEEKDAY,16,TRAIN,EW2/DT32,34537,45024
2126,2023-02,WEEKDAY,16,TRAIN,DT7,6201,4694
2127,2023-02,WEEKDAY,16,TRAIN,CC26,3994,1849
2129,2023-02,WEEKDAY,16,TRAIN,TE8,4665,6029
2131,2023-02,WEEKDAY,16,TRAIN,NS8,12839,13974
2132,2023-02,WEEKDAY,16,TRAIN,CC8,8519,5830
2133,2023-02,WEEKDAY,16,TRAIN,NE16/STC,29366,39768
2134,2023-02,WEEKDAY,16,TRAIN,CC5,3204,2242
2135,2023-02,WEEKDAY,16,TRAIN,DT3,4793,5541
2137,2023-02,WEEKDAY,16,TRAIN,NS28,1582,1496
2139,2023-02,WEEKDAY,16,TRAIN,NS11,19827,32945
2140,2023-02,WEEKDAY,16,TRAIN,EW24/NS1,55344,44248
2142,2023-02,WEEKDAY,16,TRAIN,DT5,9164,10320
2144,2023-02,WEEKDAY,16,TRAIN,DT2,3644,1699
2145,2023-02,WEEKDAY,16,TRAIN,EW17,16814,20820
2146,2023-02,WEEKDAY,16,TRAIN,TE3,8087,5596
2147,2023-02,WEEKDAY,16,TRAIN,EW7,9324,12259
2149,2023-02,WEEKDAY,16,TRAIN,NE9,15068,13985
2152,2023-02,WEEKDAY,16,TRAIN,EW20,10468,8392
2155,2023-02,WEEKDAY,16,TRAIN,DT27,6731,4072
2157,2023-02,WEEKDAY,16,TRAIN,TE6,5504,7237
2159,2023-02,WEEKDAY,16,TRAIN,CC16,8872,4397
2161,2023-02,WEEKDAY,16,TRAIN,NE13,15524,16977
2163,2023-02,WEEKDAY,16,TRAIN,NS16,29011,36545
2166,2023-02,WEEKDAY,16,TRAIN,CE1/DT16,19051,15697
2173,2023-02,WEEKDAY,16,TRAIN,DT17,10121,2922
2175,2023-02,WEEKDAY,16,TRAIN,CC23,13227,2680
2176,2023-02,WEEKDAY,16,TRAIN,CC4/DT15,11180,8248
2177,2023-02,WEEKDAY,16,TRAIN,CC21,5992,6273
2178,2023-02,WEEKDAY,16,TRAIN,NE11,10387,5408
2179,2023-02,WEEKDAY,16,TRAIN,NS18,9377,9434
2180,2023-02,WEEKDAY,16,TRAIN,NS3,10917,17509
2181,2023-02,WEEKDAY,16,TRAIN,TE1,14449,1883
2182,2023-02,WEEKDAY,16,TRAIN,CC11,13119,5241
2184,2023-02,WEEKDAY,16,TRAIN,NS24/NE6/CC1,24750,18751
2186,2023-02,WEEKDAY,16,TRAIN,NE10,12821,11552
2187,2023-02,WEEKDAY,16,TRAIN,DT34,3410,2250
2188,2023-02,WEEKDAY,16,TRAIN,DT30,3452,6509
2189,2023-02,WEEKDAY,16,TRAIN,CC17/TE9,5787,4360
2190,2023-02,WEEKDAY,16,TRAIN,NS13,29465,48517
2192,2023-02,WEEKDAY,16,TRAIN,TE18,4210,2621
2195,2023-02,WEEKDAY,16,TRAIN,EW3,12516,14853
2197,2023-02,WEEKDAY,16,TRAIN,NE12/CC13,37477,49392
2198,2023-02,WEEKDAY,16,TRAIN,EW8/CC9,34530,28908
2199,2023-02,WEEKDAY,16,TRAIN,NE14,17734,25030
2200,2023-02,WEEKDAY,16,TRAIN,TE22,1007,2288
2201,2023-02,WEEKDAY,16,TRAIN,CC14,9399,5778
2202,2023-02,WEEKDAY,16,TRAIN,CG1/DT35,11144,4307
2204,2023-02,WEEKDAY,16,TRAIN,EW23,37041,33364
2206,2023-02,WEEKDAY,16,TRAIN,NS21/DT11,36232,35790
2207,2023-02,WEEKDAY,16,TRAIN,TE16,2516,2793
2209,2023-02,WEEKDAY,16,TRAIN,EW33,3573,1328
2211,2023-02,WEEKDAY,16,TRAIN,CC3,5233,3224
2212,2023-02,WEEKDAY,17,TRAIN,DT31,7357,10231
2213,2023-02,WEEKDAY,17,TRAIN,NE7/DT12,22918,18397
2214,2023-02,WEEKDAY,17,TRAIN,EW33,8225,2987
2215,2023-02,WEEKDAY,17,TRAIN,DT21,8661,4208
2216,2023-02,WEEKDAY,17,TRAIN,NE12/CC13,46161,70528
2217,2023-02,WEEKDAY,17,TRAIN,CC6,7205,8616
2218,2023-02,WEEKDAY,17,TRAIN,TE12,6175,1197
2219,2023-02,WEEKDAY,17,TRAIN,TE13,3173,1536
2220,2023-02,WEEKDAY,17,TRAIN,NS16,39273,53643
2222,2023-02,WEEKDAY,17,TRAIN,NS18,15008,13294
2225,2023-02,WEEKDAY,17,TRAIN,EW11,22450,16981
2227,2023-02,WEEKDAY,17,TRAIN,EW10,9366,12267
2228,2023-02,WEEKDAY,17,TRAIN,CC11,39215,7056
2230,2023-02,WEEKDAY,17,TRAIN,EW22,27409,8712
2233,2023-02,WEEKDAY,17,TRAIN,DT23,7932,2390
2235,2023-02,WEEKDAY,17,TRAIN,EW15,50063,13181
2236,2023-02,WEEKDAY,17,TRAIN,CC23,28857,3161
2237,2023-02,WEEKDAY,17,TRAIN,NS12,12778,17341
2243,2023-02,WEEKDAY,17,TRAIN,NS19,39412,38826
2245,2023-02,WEEKDAY,17,TRAIN,EW3,17823,19252
2247,2023-02,WEEKDAY,17,TRAIN,TE15,5315,4528
2252,2023-02,WEEKDAY,17,TRAIN,NE1/CC29,51428,27603
2254,2023-02,WEEKDAY,17,TRAIN,TE18,6328,3445
2257,2023-02,WEEKDAY,17,TRAIN,NS2,28541,36971
2259,2023-02,WEEKDAY,17,TRAIN,TE3,7860,7620
2265,2023-02,WEEKDAY,17,TRAIN,NS13,42689,71142
2270,2023-02,WEEKDAY,17,TRAIN,EW7,13324,17488
2271,2023-02,WEEKDAY,17,TRAIN,EW28,32976,25803
2272,2023-02,WEEKDAY,17,TRAIN,NE14,23159,35839
2273,2023-02,WEEKDAY,17,TRAIN,EW18,23002,16832
2275,2023-02,WEEKDAY,17,TRAIN,NE15,11860,21936
2277,2023-02,WEEKDAY,17,TRAIN,NE16/STC,33653,55226
2278,2023-02,WEEKDAY,17,TRAIN,DT7,6897,4875
2279,2023-02,WEEKDAY,17,TRAIN,TE16,4451,3832
2280,2023-02,WEEKDAY,17,TRAIN,NE13,17832,21688
2281,2023-02,WEEKDAY,17,TRAIN,NS11,33818,47328
2282,2023-02,WEEKDAY,17,TRAIN,DT25,6007,3801
2283,2023-02,WEEKDAY,17,TRAIN,DT3,5304,7045
2284,2023-02,WEEKDAY,17,TRAIN,CG1/DT35,21235,5431
2285,2023-02,WEEKDAY,17,TRAIN,CE1/DT16,29550,18448
2286,2023-02,WEEKDAY,17,TRAIN,NS20,66549,18759
2287,2023-02,WEEKDAY,17,TRAIN,EW2/DT32,47024,64290
2288,2023-02,WEEKDAY,17,TRAIN,NE9,26276,19132
2289,2023-02,WEEKDAY,17,TRAIN,CC21,7015,8112
2291,2023-02,WEEKDAY,17,TRAIN,NS15,48561,15316
2293,2023-02,WEEKDAY,17,TRAIN,DT13,12018,6606
2294,2023-02,WEEKDAY,17,TRAIN,CC16,14740,5883
2295,2023-02,WEEKDAY,17,TRAIN,CC3,7921,3826
2300,2023-02,WEEKDAY,17,TRAIN,DT34,6915,2875
2301,2023-02,WEEKDAY,17,TRAIN,DT24,5783,6330
2303,2023-02,WEEKDAY,17,TRAIN,EW4,22979,12245
2305,2023-02,WEEKDAY,17,TRAIN,EW25,6324,12846
2307,2023-02,WEEKDAY,17,TRAIN,DT10/TE11,9394,5663
2310,2023-02,WEEKDAY,17,TRAIN,DT29,6603,8883
2312,2023-02,WEEKDAY,17,TRAIN,TE6,5549,9222
2313,2023-02,WEEKDAY,17,TRAIN,TE4,6343,3088
2314,2023-02,WEEKDAY,17,TRAIN,DT5,11871,13676
2320,2023-02,WEEKDAY,17,TRAIN,NS21/DT11,54298,49853
2323,2023-02,WEEKDAY,17,TRAIN,DT33,12085,18697
2326,2023-02,WEEKDAY,17,TRAIN,CC17/TE9,7969,6409
2328,2023-02,WEEKDAY,17,TRAIN,EW24/NS1,108522,64014
2329,2023-02,WEEKDAY,17,TRAIN,NE5,14381,7307
2330,2023-02,WEEKDAY,17,TRAIN,EW29,56368,5981
2331,2023-02,WEEKDAY,17,TRAIN,DT18,21930,3837
2332,2023-02,WEEKDAY,17,TRAIN,EW31,17529,881
2334,2023-02,WEEKDAY,17,TRAIN,NS7,20432,18152
2336,2023-02,WEEKDAY,17,TRAIN,NS8,19726,22327
2337,2023-02,WEEKDAY,17,TRAIN,CC27,13895,1176
2338,2023-02,WEEKDAY,17,TRAIN,EW16/NE3/TE17,58487,13905
2340,2023-02,WEEKDAY,17,TRAIN,EW5,32162,38280
2342,2023-02,WEEKDAY,17,TRAIN,CC24,47521,6633
2343,2023-02,WEEKDAY,17,TRAIN,DT28,16401,8446
2345,2023-02,WEEKDAY,17,TRAIN,EW30,16752,765
2347,2023-02,WEEKDAY,17,TRAIN,EW26,32870,37726
2348,2023-02,WEEKDAY,17,TRAIN,NE10,18876,14513
2349,2023-02,WEEKDAY,17,TRAIN,EW14/NS26,73526,14003
2350,2023-02,WEEKDAY,17,TRAIN,DT30,5104,9864
2351,2023-02,WEEKDAY,17,TRAIN,DT22,6000,8091
2352,2023-02,WEEKDAY,17,TRAIN,CG2,17679,9454
2353,2023-02,WEEKDAY,17,TRAIN,DT17,23717,3441
2359,2023-02,WEEKDAY,17,TRAIN,NE17/PTC,32910,47948
2361,2023-02,WEEKDAY,17,TRAIN,NS9/TE2,44727,72223
2362,2023-02,WEEKDAY,17,TRAIN,NS28,1959,925
2363,2023-02,WEEKDAY,17,TRAIN,TE7,6724,4221
2364,2023-02,WEEKDAY,17,TRAIN,NS17/CC15,46214,48018
2365,2023-02,WEEKDAY,17,TRAIN,CC5,7006,2784
2366,2023-02,WEEKDAY,17,TRAIN,NS4/BP1,39837,51484
2368,2023-02,WEEKDAY,17,TRAIN,EW19,18222,17171
2370,2023-02,WEEKDAY,17,TRAIN,EW21/CC22,46002,17459
2371,2023-02,WEEKDAY,17,TRAIN,CC19/DT9,7037,5599
2372,2023-02,WEEKDAY,17,TRAIN,TE8,7520,7150
2373,2023-02,WEEKDAY,17,TRAIN,CC25,12161,4423
2374,2023-02,WEEKDAY,17,TRAIN,NS25/EW13,40632,27246
2375,2023-02,WEEKDAY,17,TRAIN,NS27/CE2/TE20,6351,2001
2376,2023-02,WEEKDAY,17,TRAIN,CC20,6849,5217
2378,2023-02,WEEKDAY,17,TRAIN,EW8/CC9,53136,38644
2380,2023-02,WEEKDAY,17,TRAIN,EW6,8892,12505
2381,2023-02,WEEKDAY,17,TRAIN,DT2,5993,2162
2382,2023-02,WEEKDAY,17,TRAIN,EW32,16918,1599
2383,2023-02,WEEKDAY,18,TRAIN,EW22,21567,13031
2384,2023-02,WEEKDAY,18,TRAIN,DT27,20358,8857
2385,2023-02,WEEKDAY,18,TRAIN,EW24/NS1,132107,95159
2386,2023-02,WEEKDAY,18,TRAIN,NS14,28566,61046
