,YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,ORIGIN_PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
187,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS11,3247,460
190,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW1,1162,109
191,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS2,1674,249
192,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT13,34,11
195,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT34,198,0
198,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS23,66,50
199,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC6,28,25
200,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC8,169,12
201,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE11,46,39
203,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS7,2481,964
204,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW28,2185,154
206,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE1/CC29,300,30
207,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE10,155,55
209,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,245,20
210,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC12,72,3
212,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE13,413,127
213,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2050,356
215,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW31,122,106
218,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS18,395,81
220,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW3,591,41
221,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT27,114,42
222,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS20,70,188
223,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW17,479,40
224,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT8,20,18
225,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT29,242,5
226,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS14,2439,365
228,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS27/CE2/TE20,26,6
230,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE16,22,1
231,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC26,70,26
232,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE15,8,0
233,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT2,27,0
235,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE14/NS22,123,154
237,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW11,337,32
239,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW25,816,62
240,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE8,135,10
241,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW24/NS1,1572,362
242,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC2,5,5
243,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE8,40,9
244,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS17/CC15,509,200
245,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW10,267,37
246,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE1,57,16
248,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE7/DT12,162,30
253,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW2/DT32,1881,302
254,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW4,607,34
256,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CE1/DT16,196,0
262,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS24/NE6/CC1,301,21
263,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW33,207,69
264,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT28,201,15
265,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT3,108,0
266,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW16/NE3/TE17,200,19
268,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE4/DT19,224,7
270,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE13,2,3
271,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW7,466,75
272,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE4,31,18
273,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE12/CC13,1103,101
278,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW27,2136,515
279,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW18,266,68
280,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE6,253,19
281,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC23,47,23
283,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CG1/DT35,76,11
286,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC10/DT26,398,60
288,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW23,664,390
290,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT22,77,0
291,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC27,44,7
297,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS16,2806,315
299,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC28,210,6
301,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW14/NS26,217,82
303,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS25/EW13,66,145
304,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS12,810,92
306,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE12,2,13
309,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS21/DT11,402,265
311,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT17,15,0
313,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT33,712,7
315,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT6,41,19
316,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT20,17,1
317,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT10/TE11,30,14
318,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE15,588,27
319,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE5,52,1
320,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,TE7,39,9
321,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS9/TE2,2464,1096
322,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC21,122,13
323,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS3,1580,158
324,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW30,105,101
325,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW29,169,545
327,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,DT25,82,17
329,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS19,571,266
330,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC3,5,3
331,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC7,176,32
332,2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC24,33,37
333,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS24/NE6/CC1,880,1374
334,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW31,618,1290
335,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT28,1834,966
340,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW5,4503,2046
342,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC10/DT26,2155,809
343,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS25/EW13,462,2599
345,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC26,227,1695
347,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW26,8258,3076
349,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT24,929,446
350,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CE1/DT16,2452,4982
357,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CG1/DT35,174,892
360,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC6,181,1178
362,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE1,824,338
364,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE11,639,382
366,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS10,9583,2548
367,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC2,44,226
368,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC3,67,585
369,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE13,64,197
370,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS17/CC15,3378,2270
371,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS3,4792,1357
372,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW19,1673,770
373,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,5219,2991
374,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE8,387,461
375,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS8,4827,1896
376,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS16,7259,3781
377,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE18,108,473
379,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW27,7779,4265
381,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT31,1195,426
383,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE7,397,255
384,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT2,125,76
385,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT18,149,449
386,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE12,51,455
387,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT21,178,323
388,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW11,2106,1142
389,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS2,5039,1984
390,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS28,33,224
391,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS14,6260,2107
392,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT17,109,571
393,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE22,12,102
395,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC25,812,1444
397,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC14,600,281
398,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT10/TE11,548,439
399,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW21/CC22,1208,1796
400,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE9,3355,2185
402,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC8,855,406
404,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW17,3289,1437
405,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE3,1003,340
406,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC27,69,257
407,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS15,2168,2093
412,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE4/DT19,1623,3571
414,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC12,365,190
415,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW9,5386,1289
416,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT5,1271,843
417,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE1/CC29,1610,4767
418,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS7,6341,4490
419,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT7,195,232
421,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS5,6044,1546
423,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC21,530,438
424,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS20,534,5168
425,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT29,1382,262
426,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS19,3802,2462
427,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC23,59,875
429,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW23,5114,5044
431,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW18,1913,1540
433,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW24/NS1,4190,8670
434,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS12,2599,955
436,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CG2,1455,1489
438,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW14/NS26,640,1724
440,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC5,328,193
441,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE16,263,369
442,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE7/DT12,2268,2633
443,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW30,372,1008
444,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW4,2012,1162
446,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS13,9731,2826
449,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS9/TE2,7744,4923
451,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW20,1589,1472
457,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE8,1841,1854
459,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE6,1392,349
461,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE14/NS22,738,3969
463,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC20,393,403
465,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS11,7740,2795
466,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS27/CE2/TE20,96,224
467,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT22,926,717
472,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW6,1071,562
473,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW12/DT14,1818,2577
474,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT13,536,528
476,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC17/TE9,728,369
478,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE4,270,356
479,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW22,559,405
480,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW8/CC9,3836,2155
481,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE15,110,253
482,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE14,4490,1327
483,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC28,615,213
484,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT8,124,228
485,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE17/PTC,3944,2004
486,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE5,374,106
488,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC11,1402,2005
494,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT6,278,220
495,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE19,22,116
496,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW28,6819,1675
497,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW25,2539,663
498,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT25,589,223
499,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW3,1775,975
500,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT20,682,434
501,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW1,3473,1020
503,2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT23,229,215
505,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NE10,2539,2006
507,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW33,1060,1671
509,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC23,583,1873
510,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW32,1356,2921
511,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NE14,6604,2989
512,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT33,4009,1434
517,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW29,2349,10393
518,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS28,126,557
520,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE18,227,811
522,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS10,12094,5292
524,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC19/DT9,572,1700
526,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC21,748,1166
528,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW18,2562,2709
529,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS25/EW13,750,4940
531,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT25,863,748
534,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW24/NS1,7045,11263
536,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT24,1362,871
537,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW17,4300,2625
538,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE15,239,694
543,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC3,148,1118
544,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC2,115,663
546,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW3,2880,1997
548,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT6,593,1134
549,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT10/TE11,923,1088
550,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE6,2165,769
551,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW23,8008,8849
553,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS20,1667,6780
555,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE22,65,686
556,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC17/TE9,1146,1163
558,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC6,349,2820
560,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW26,10454,4938
561,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC28,789,547
562,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS3,5188,2850
563,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT30,1786,889
564,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT23,501,415
565,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC4/DT15,206,1896
566,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS23,800,3364
568,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS13,12354,5563
571,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS12,4516,2035
573,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW20,2319,2780
574,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW5,6128,3980
575,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC11,2271,3256
576,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC10/DT26,2966,2294
577,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC5,321,464
578,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS14,8750,3414
579,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE14/NS22,1618,9172
580,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC7,1207,1112
581,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT5,2001,2596
582,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT29,1995,714
583,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS7,7464,7315
584,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW4,2989,2909
585,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS19,6022,3856
587,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS24/NE6/CC1,1121,3175
597,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT2,314,317
599,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW15,909,3488
601,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW31,989,2897
603,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW8/CC9,4941,5483
605,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT18,191,878
606,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS11,10987,5319
607,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT22,1864,1479
609,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT20,584,1054
611,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS4/BP1,8679,5128
612,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS21/DT11,6401,7795
614,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC26,1244,1959
616,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT17,364,875
617,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW22,834,1087
619,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NE5,450,1198
625,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC16,1047,1387
626,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NE12/CC13,9094,4826
627,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE5,704,366
629,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC25,1493,1550
631,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NE1/CC29,2802,7870
633,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT21,319,694
635,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT34,529,633
636,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC14,1166,706
637,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW25,3137,1492
638,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW7,3536,2697
640,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE13,131,539
642,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW10,3298,1466
643,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC8,1524,957
644,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE4,585,900
645,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE12,212,892
646,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS9/TE2,9747,7678
647,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW2/DT32,8078,6046
649,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT7,405,973
651,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CG1/DT35,624,2511
652,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE8,742,900
653,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS17/CC15,5826,4221
654,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NE16/STC,7015,3208
656,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE19,90,244
658,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW1,5731,2969
659,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NE8,4296,3266
661,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT28,3197,1928
663,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW6,2158,1628
664,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NE4/DT19,2793,6236
665,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW19,2861,1820
666,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS2,6228,3935
667,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NE17/PTC,6496,3448
668,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW27,10265,8392
673,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT3,1207,1047
674,2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS27/CE2/TE20,218,547
675,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW22,1345,1318
676,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CC8,1952,1498
677,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,9105,10706
678,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NS28,233,869
683,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,TE16,869,733
685,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CG2,2939,4302
687,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,TE18,533,1148
688,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT23,435,875
690,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW18,3554,4110
693,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NS27/CE2/TE20,206,506
699,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT7,741,1313
700,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT33,4887,1542
701,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NE5,656,1873
702,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NE7/DT12,3802,6902
704,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW7,4167,3699
709,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW5,8865,4889
710,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW29,1946,3968
711,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW16/NE3/TE17,3403,5178
712,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,TE7,1159,1127
713,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,TE15,555,785
714,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW15,1186,4325
715,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,2364,8018
716,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NS24/NE6/CC1,1835,5470
718,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CC16,1282,2224
720,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,TE12,345,1382
721,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,3309,8019
722,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT30,2467,1097
723,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT8,1024,1057
724,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT13,1241,2368
725,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT28,2816,2010
726,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT20,872,1238
727,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NE4/DT19,4314,9704
729,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT17,346,1130
731,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW6,3142,2614
732,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CC25,1290,1311
733,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CC17/TE9,1238,1641
738,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW10,3362,2368
739,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CC6,841,2666
740,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NS3,5802,4381
741,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW9,5102,5640
742,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT22,1737,1883
743,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT5,3288,4043
745,2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW30,644,1442
