YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS12,4799,2143
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS7,5390,5017
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,BP3,1638,502
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE16/STC,12384,6614
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT18,431,1513
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW2/DT32,13072,8598
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,BP5,710,437
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS19,10504,7813
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT2,723,260
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT23,447,866
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,SE3,1132,351
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,SW8,698,360
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE5,975,2395
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,TE7,1337,1052
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS25/EW13,2365,24148
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW20,3758,3479
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE13,7428,6367
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,TE14/NS22,5114,27211
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,TE1,664,353
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE17/PTC,12007,6669
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE8,3931,8031
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW19,4599,2944
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,BP2,1214,468
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT17,375,1226
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,TE16,1151,1025
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT25,954,820
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,SW1,468,341
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,CC28,1457,623
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS23,1708,7178
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE10,4294,3197
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,SW5,2482,1579
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS3,6965,4580
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,PE5,2096,642
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,SE4,1486,1030
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,BP11,1338,442
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,BP10,1130,675
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT33,5009,1366
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT13,1293,2591
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW1,9732,3407
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE11,2131,1243
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,CC2,494,2062
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW8/CC9,6911,19519
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS16,14402,8372
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT24,1573,775
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS13,15363,8438
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW4,5400,2297
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,BP4,592,273
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,PW7,845,473
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT8,1348,802
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,CC16,1700,2198
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS20,4874,11125
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT31,2070,1030
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,SW4,590,267
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW25,2967,1537
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW22,1476,1120
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,CC6,1631,3378
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS14,11555,4390
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT28,2604,1173
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT20,1005,1449
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW15,1671,5768
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,CC24,729,1845
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW11,5049,5163
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT6,1661,1170
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW5,10527,6020
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,PE6,2265,1504
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW26,10657,3778
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT30,2531,767
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT7,1148,1101
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SW6,1455,547
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW16/NE3/TE17,4511,5072
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC5,588,1182
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW11,5635,5335
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW21/CC22,5381,4847
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC20,1868,1370
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SE3,1170,420
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,10211,7824
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT18,543,1563
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE1,627,308
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE8,2070,2360
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS17/CC15,12130,8958
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS12,5108,2493
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP13,514,336
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT31,2193,1214
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW22,1710,1028
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE16/STC,13433,8400
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE22,219,1294
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC26,662,516
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS11,13157,5680
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW19,5300,3259
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT17,629,960
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE11,2265,1259
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC3,419,3144
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW23,12889,9998
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP5,698,463
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE7,1452,1136
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT5,4857,3613
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW20,4060,3008
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE12,812,1045
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC4/DT15,759,4932
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC17/TE9,1415,923
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE10,4940,3343
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC28,1372,652
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC6,2329,3213
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP4,697,336
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS23,2637,8789
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW3,5608,2783
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT33,5381,1446
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PE6,2628,1807
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE14/NS22,9306,29062
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS21/DT11,13916,14797
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS27/CE2/TE20,434,821
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT13,1776,3735
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW8/CC9,10794,26289
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SE5,1090,468
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE6,2986,1167
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE4/DT19,8953,21005
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1160,422
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,2487,5829
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW26,10958,3841
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE3,2288,1053
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC8,2323,1749
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT29,2363,796
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SE4,1730,979
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW12/DT14,7123,18499
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT21,1296,2247
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE5,1382,2812
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT20,1470,1648
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PW1,334,804
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC10/DT26,4305,3186
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS9/TE2,12955,11018
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT30,2898,833
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS7,4514,5094
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT23,545,846
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC25,1716,1054
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE12/CC13,16028,12644
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT28,2909,1108
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SW1,553,336
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS2,8145,5573
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW25,2968,1757
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS15,4897,2574
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE7/DT12,5980,15013
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW15,2314,5637
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP6/DT1,12587,7538
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE1/CC29,4217,18237
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW27,11634,7971
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS18,4886,2402
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE14,10938,5416
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE16,1498,1070
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SW3,970,322
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE18,1479,2205
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW9,5935,5661
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT24,1582,785
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW2/DT32,14419,10964
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC21,1770,2558
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC27,262,610
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS3,7458,4237
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS28,840,1289
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS19,11272,9629
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC24,885,1396
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW18,5197,3797
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT10/TE11,2040,1082
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PE1,1418,586
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT2,901,211
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PW5,1250,393
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW30,494,147
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC12,1664,1126
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS14,10749,4426
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PW4,1416,1201
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW5,10787,6976
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW31,546,170
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS5,10485,4250
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC14,2168,1003
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC11,1565,3244
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CG2,3076,5200
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS13,14497,10359
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC7,1869,1261
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS8,6909,3928
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS16,13676,9039
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT7,1248,1155
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SW5,2631,2056
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CG1/DT35,719,3442
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE15,985,1513
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CE1/DT16,3994,9933
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW28,8498,2871
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP12,1074,501
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC23,645,1038
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT25,1253,767
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC19/DT9,1922,3240
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PE7,1848,657
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PE2,2275,645
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT22,1596,3194
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW29,1538,1499
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC16,1737,1763
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS24/NE6/CC1,4190,10577
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS20,5732,10334
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW1,10297,3782
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW17,7023,6254
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW32,815,307
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP3,1717,582
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PW7,979,543
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE19,262,368
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PE4,630,321
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE9,7644,5127
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SE1,1696,732
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SW2,1942,1370
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PE5,2188,793
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT6,2011,1245
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC2,825,1837
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE4,1015,789
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PW6,628,230
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW6,3980,2337
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE13,544,753
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE15,7965,2152
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE13,8431,6858
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW7,5021,3700
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP9,1305,587
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SW4,763,357
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT8,1219,735
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP2,1154,473
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PW3,312,175
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW24/NS1,8791,20535
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT3,3155,1043
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE17/PTC,12903,9715
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW4,5420,2289
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS10,14180,6170
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE8,5003,9893
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW10,3762,3435
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE5,1166,420
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PE3,2467,1807
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW33,796,432
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP7,224,224
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT34,1036,901
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP8,418,396
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SE2,2415,1041
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NS25/EW13,5111,24230
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SW8,805,339
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT27,1738,1168
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP10,1258,859
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,BP11,1380,533
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS7,4433,7311
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE22,438,1644
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PW5,1151,532
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,11765,25469
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS15,4358,2441
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP4,554,366
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2/TE20,598,1065
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,14289,11289
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP12,1006,535
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT13,2179,3584
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT29,2196,980
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC4/DT15,1627,5741
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT27,1671,1266
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW12/DT14,9754,22936
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SE1,1451,846
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT33,5064,2017
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PE5,2027,1048
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE7,1710,1005
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE8,6283,11351
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE15,6649,3010
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE16,1554,1212
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT8,1349,722
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC3,937,2854
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS19,11915,9734
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC25,1729,1091
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT25,986,656
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS13,14685,11923
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC27,479,517
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC26,729,475
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE12/CC13,16127,16119
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS25/EW13,7933,20732
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SW8,956,524
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW11,5732,5903
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SW5,2931,2389
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SW2,2037,1255
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE19,409,379
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS12,4964,2799
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SW4,815,384
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW22,1697,1236
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT22,1810,3200
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC16,1955,1413
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW18,5127,4035
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,13254,11542
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT18,868,1735
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT30,2809,1036
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW9,6074,5122
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT31,2141,1354
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE13,643,865
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PE2,2179,1118
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW28,8643,3528
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE9,7524,4912
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC19/DT9,2428,2824
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PE3,2555,1476
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS20,9844,12169
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT34,1233,826
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE12,1074,947
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SW3,942,564
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE5,1712,2982
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SW1,486,668
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE4/DT19,12373,23619
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC23,823,874
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT28,2578,1052
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW4,4984,2215
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE10,5127,3380
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS8,6465,3943
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW1,10116,4826
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE14,10662,5991
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SE5,1077,564
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW23,13413,11336
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SE3,1180,603
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW15,3197,5647
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PE7,1627,803
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW16/NE3/TE17,4934,6354
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PW3,329,183
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT24,1428,822
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC11,2063,2653
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW3,5431,3703
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS10,13742,6541
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PW4,1634,1632
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP13,499,331
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS9/TE2,14466,13414
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW7,5074,3767
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT7,1233,1015
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP9,1603,611
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW10,3614,3742
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC10/DT26,4870,3128
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS3,7972,4575
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE11,2391,1536
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW26,10537,4369
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT5,6070,3995
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE15,1261,1852
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW19,4950,3377
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC21,2055,2162
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS21/DT11,15322,15138
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE18,1859,2754
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PE4,586,395
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC20,1807,1386
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE14/NS22,13488,30629
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS28,1344,1270
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS18,4558,2504
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS16,13288,10220
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT6,2338,1396
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC28,1249,726
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW20,4385,2941
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC2,1218,1467
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC17/TE9,1407,898
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC24,1223,1945
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE6,2877,1396
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PE6,2754,2043
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC12,1737,959
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW31,576,205
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW27,13040,9623
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT3,3288,1337
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CG1/DT35,1597,4169
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT17,949,1030
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP10,1144,924
