YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS23,3736,10428
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP8,508,409
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE4,1113,927
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW5,10889,8164
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW30,472,234
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP7,279,253
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP11,1212,691
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC5,789,1365
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW17,7316,6713
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PE1,1363,778
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS4/BP1,11406,8709
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PW7,876,706
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE8,2493,2547
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW32,915,362
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC14,2098,1284
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW14/NS26,3554,5716
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS17/CC15,13328,10474
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT21,1479,1956
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE1/CC29,5779,19507
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS5,10065,5400
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SW7,989,572
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CE1/DT16,4029,13858
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE3,2377,1077
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW33,827,461
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SE4,1728,909
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE1,632,271
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PW1,540,1035
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT2,727,304
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS11,12729,7205
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT10/TE11,2194,1217
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE13,9009,6255
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW21/CC22,5211,6730
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PW6,570,316
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS2,8655,5865
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP6/DT1,12566,9109
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SE2,2125,1400
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW2/DT32,15196,13540
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT20,1647,1542
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP2,1172,585
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE5,1102,536
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS24/NE6/CC1,5828,12124
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,SW6,1225,725
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC6,2922,3696
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW8/CC9,14575,21560
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC8,2474,1883
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE7/DT12,8421,14903
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT23,637,752
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP3,1590,832
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW6,4119,2551
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW29,2135,1641
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC7,2053,1415
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,BP5,736,582
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS14,9740,4971
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CG2,4109,6595
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW25,2843,2057
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CE1/DT16,4726,11827
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE16,1501,1106
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW17,7709,7146
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT22,2146,3405
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT34,1385,863
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,14467,12803
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,17982,19827
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW15,4156,5643
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE3,2406,1075
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,2309,5888
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE14,10305,6894
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,14406,11763
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW30,813,285
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE11,2679,1753
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS14,9344,6133
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT3,2748,1501
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE16/STC,15293,12828
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS9/TE2,15487,14821
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS19,12558,10353
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP4,557,432
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW12/DT14,13477,23526
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW6,3816,2793
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW14/NS26,4350,5322
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PE3,2640,1762
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT27,2085,1416
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE1/CC29,7682,18900
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PW5,975,663
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW28,8295,4319
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW27,13974,11655
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PW7,921,768
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW23,14436,11352
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW21/CC22,5466,5329
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT29,2108,1261
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT5,6299,3984
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SW8,741,507
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW32,1223,305
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS11,12004,8819
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE15,1382,1991
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP10,1196,1016
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PE1,1342,1001
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP12,947,580
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SW6,1206,803
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1030,765
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT6,2241,1498
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS28,916,1391
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE7/DT12,10293,14799
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE5,2083,2795
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT13,2964,3690
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS23,5419,11864
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP11,1224,793
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PW4,2041,1805
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW22,1712,1386
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE13,699,759
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SW7,970,628
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE8,7994,11326
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW1,9538,6106
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE4,1150,992
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE14/NS22,16210,27481
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SE4,1523,1047
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SE2,2062,1482
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS20,9801,10522
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE13,9383,6629
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SW4,627,484
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE7,1790,1151
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE12/CC13,17530,18741
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS7,4511,5147
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS18,4419,2745
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PE4,594,514
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SE1,1568,1132
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW33,1116,472
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC21,2322,2199
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS25/EW13,10908,17889
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS10,13188,7820
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW2/DT32,16098,15169
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP9,1273,693
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE6,2698,1795
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC11,3359,2748
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC28,1259,932
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS27/CE2/TE20,713,1295
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PW3,329,228
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT30,2563,1370
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP6/DT1,12232,9827
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP3,1504,994
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SW1,712,968
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PE6,2856,2256
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW10,3508,3942
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC3,1815,2974
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT7,1338,991
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SE3,1207,767
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE10,5398,3759
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC7,2140,1548
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT20,2168,1524
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP7,213,267
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW7,5234,4294
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT18,1047,1722
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT10/TE11,2218,1416
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC16,2592,1416
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT33,4815,2677
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC25,1968,1106
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS16,13063,11452
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS15,4717,2863
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW18,5300,4225
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PE5,1866,1347
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE8,3108,2420
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW16/NE3/TE17,6642,6426
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CG2,4805,7690
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC5,933,1642
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT24,1389,946
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE5,1039,681
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW26,10791,5570
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC6,3059,3846
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC23,1124,919
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PW1,628,1131
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW24/NS1,16832,27095
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE4/DT19,16266,22715
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PE2,1997,1292
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC2,1516,1558
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW29,3583,2026
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW11,5704,5435
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PW6,538,384
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW9,6875,5621
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SW5,2931,2420
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT25,1352,676
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE9,7682,5215
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS12,4933,3146
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP13,474,291
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT23,939,793
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC20,1966,1373
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS21/DT11,15940,15042
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW3,5486,4510
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT17,924,1014
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE12,1297,771
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW31,1162,185
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS3,7287,4920
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SW2,1958,1293
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP5,741,551
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW5,11154,8715
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC8,2447,2101
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC24,1912,2423
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PE7,1860,1060
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT31,2137,1661
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT2,1034,338
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS5,9133,6730
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP8,474,419
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC12,2243,1047
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC19/DT9,2524,2519
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT28,2738,1487
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE15,6435,3884
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC17/TE9,1355,1009
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SW3,667,588
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS8,6661,3857
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW4,4710,2513
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CG1/DT35,2640,4650
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW20,4121,2877
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC27,565,470
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE19,455,424
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS13,15121,14077
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE1,740,320
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS4/BP1,11356,9854
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS24/NE6/CC1,8310,12681
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC26,832,597
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC14,2136,1558
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE22,587,1592
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,TE18,2399,2675
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW19,5412,3726
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT8,1172,788
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW25,2690,2159
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS2,9026,6938
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC10/DT26,4979,3662
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT21,1782,2121
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SE5,1383,814
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC23,1022,951
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP12,763,572
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SW6,1050,931
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC21,2456,2303
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW9,6771,6314
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE4,1235,1008
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,15027,14043
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,16457,16433
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW29,3076,2099
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW30,573,251
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SE3,924,793
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,16451,24842
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC19/DT9,2744,2762
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT27,2123,1387
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE14/NS22,18873,27010
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP8,572,486
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS11,11753,10271
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE15,5648,4824
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT20,1922,1364
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE6,2371,1891
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE22,607,1737
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW28,7556,4927
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW25,2508,2380
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW4,4389,3088
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT17,905,1059
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE19,432,439
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT25,1068,790
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC3,2224,2915
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE15,1630,1909
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PE5,1657,1556
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC26,655,700
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC25,1679,1342
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT23,846,873
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT10/TE11,1780,1459
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW26,9446,6709
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC28,1070,1040
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS16,12968,13044
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW20,4131,3408
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS15,4481,3045
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE11,2096,2054
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS27/CE2/TE20,851,1425
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,18871,21095
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS10,11857,9559
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE10,4780,4119
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC27,573,471
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT2,532,374
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT24,1345,1165
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE13,666,626
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SW8,709,596
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC14,1926,1878
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW11,5709,5819
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE13,8276,6760
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW7,5266,4683
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT3,2407,1799
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW17,7700,7780
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC11,3802,3091
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE7/DT12,10508,13083
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE12/CC13,18567,20221
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC17/TE9,1206,1142
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS3,6639,5058
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS24/NE6/CC1,11286,13169
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PE1,1137,1084
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC16,2245,1475
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW14/NS26,4650,4907
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW10,3568,4148
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CG1/DT35,3300,5042
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW5,11095,9734
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP6/DT1,11821,10602
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW27,13342,12821
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW15,4835,5289
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC8,2456,2308
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW1,8856,6954
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW16/NE3/TE17,6196,5344
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SW1,805,651
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE1,609,416
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW32,880,421
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PE2,1758,1633
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP10,960,1075
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE18,2804,2347
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CE1/DT16,9204,13376
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS7,4602,4759
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT8,1042,903
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW6,3235,3239
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT6,1994,1760
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP13,406,288
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,15690,16910
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC4/DT15,3108,6177
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS23,7392,12151
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP9,760,578
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP7,208,302
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SE4,1236,1245
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW21/CC22,6907,4947
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PW1,777,1092
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC6,3005,4373
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SE1,1344,1320
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE12,1132,692
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP3,1484,1210
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PE4,543,561
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SW2,1628,1424
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE5,2259,2738
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE1/CC29,9674,18484
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS13,15639,15530
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PE7,1431,1270
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS12,4072,3709
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PW4,1853,2129
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP11,1253,824
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS8,6079,4370
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW31,830,231
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW18,4930,4507
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT13,3119,3929
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PE3,2228,1979
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS2,8815,8285
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PW5,899,801
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE8,9100,11417
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE9,7371,5300
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE5,814,856
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT18,1188,1432
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PE6,2654,2321
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT21,1782,2189
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS14,8144,7056
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC2,1291,1846
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC5,1254,1928
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SW3,694,729
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SE2,1966,1737
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS25/EW13,12583,18255
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW19,4688,4183
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,DT5,5944,4234
